processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
READ,teacher,{},{},,3ee47a38-29fb-4563-9059-3b305ecf18be,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,student,{},{},,a575effe-f642-4156-a430-9090b3c2287e,give me all students,READ,student,{},{},0,ORIGINAL
ADD,teacher,{'name': 'anderson'},{},,d4ad2e0e-c7a7-41af-912a-2a86fa3bd1dc,add a former teacher with name = anderson,ADD,former_teacher,{'name': 'Anderson'},{},1,ORIGINAL
ADD,student,{},{},,a2ccfae9-002d-4398-bc44-fb1f04411afb,add a former student with name = roger,ADD,former_student,{'name': 'Roger'},{},1,ORIGINAL
ADD,article,"{'title': 'dome: an experiment', 'abstract': 'a cool', 'cool_experiment': '', 'machine': 'learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,95f7b447-02d1-444b-9396-8c4e31dd113e,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{'title': 'DoME: an experiment', 'abstract':'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date':'2023','first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
ADD,film,{'name': 'final fantasy'},{},,22301546-a0d4-4b72-b70e-ba21043b0ea1,add a movie with name=final fantasy,ADD,film,{'name': 'Final Fantasy'},{},1,ORIGINAL
READ,film,{},{},,439346f4-3b9b-4162-a143-a0632271f86e,get movies,READ,film,{},{},0,ORIGINAL
READ,film,{'id': '3'},{},,2c2c4623-0e58-4ee0-b27c-f483d2a4092c,get filmes where id=3,READ,film,{},{'id': '3'},1,ORIGINAL
READ,film,{},{},,f0e4e81e-89b7-4afa-a02c-d30db35aa227,get films,READ,film,{},{},0,ORIGINAL
UPDATE,film,{},None,,64952b1d-ead8-4ed3-b95d-6e501ea8c043,"update film with id=6, setting year to 2023",UPDATE,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
ADD,film,{'title': 'et'},{},,af51b67e-b7ba-45c3-8711-0d568c0cdd38,add film with title=et,ADD,film,{'title': 'ET'},{},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,5631ac59-d067-42f1-8305-ea4db5a4c8e0,add student with name='anderson',ADD,student,{'name': 'anderson'},{},1,ORIGINAL
READ,film,{},{},,88c87f7d-7b29-4685-9d3f-c1b4b19a8bc8,get all films,READ,film,{},{},0,ORIGINAL
ADD,student,{'age': '43'},{},,00817269-9ab9-4d2e-88a5-20e91395f1e1,add a student with age=43,ADD,student,{'age': '43'},{},1,ORIGINAL
READ,student,{'name': 'julio'},{},,f8010b73-4309-4c8f-85f1-5e3a422829d8,get student with name=julio,READ,student,{},{'name': 'Julio'},1,ORIGINAL
READ,student,{'name': 'anderson'},{},,562677dd-3782-43d2-83b1-386248ce770a,get student with name=anderson,READ,student,{},{'name': 'Anderson'},1,ORIGINAL
ADD,student,{'name': 'julio'},{},,0124cbd4-e7c8-4230-bf6a-4cec61079a68,add student with name=julio,ADD,student,{'name': 'Julio'},{},1,ORIGINAL
,,None,None,,58343488-b0bb-4255-8da7-218afefb3c1a,list student,READ,student,{},{},0,ORIGINAL
ADD,Course,{'name': 'computer engineering'},{},,52b11bec-935a-41b8-bc66-d6de62ba5c35,add course with name='computer engineering',ADD,course,{'name': 'Computer Engineering'},{},1,ORIGINAL
READ,entities,{'entities': ''},{},,710a2ce2-0027-4413-80c1-fb5bf3c55c31,list all entities,READ,entities,{},{},0,ORIGINAL
READ,Course,{},{},,f84b6f9a-5014-4086-a562-caf9503c2508,get courses,READ,course,{},{},0,ORIGINAL
READ,Course,{},{},,087311e4-4c3a-4130-96a2-c4c3b2f5f900,show course,READ,course,{},{},0,ORIGINAL
READ,class,{'name': 'student'},{},,d946ff05-2509-4734-b83e-488fc7236e7c,get the class with name=student,READ,student,{},{'class': 'student'},1,ORIGINAL
ADD,student,{'name': 'abcd'},{},,136336a6-ffc3-464d-b800-08421b1b37d2,add student with name=abcd,ADD,student,{'name': 'abcd'},{},1,ORIGINAL
ADD,student,{'name': 'abcdef'},{},,8d0f87fb-208d-4afa-a80a-b5949429c600,add student with name=abcdef,ADD,student,{'name': 'abcdef'},{},1,ORIGINAL
ADD,student,"{'name': 'maria', 'phone': '123456'}",{},,05a4389d-6559-414b-b276-338f3578f878,"add student with name='maria', phone=123456",ADD,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
ADD,student,{'name': 'joseph'},{},,7e5e5600-b021-42cf-b4fb-647f25aceba7,add student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
UPDATE,student,{},None,,7b03b048-1559-4cd8-81bf-2737e9e0213f,update student age=40 when id= 4,UPDATE,student,{'age': '40'},{'id': '4'},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,76f49775-9d27-43e7-9e6f-ff1cda649ea5,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,f60ee6ee-e9a7-4add-b477-22cd5536da7b,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,40d4aa80-8168-41aa-ba9a-f300eda2a774,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'year': '2023'}",{},2,ORIGINAL
READ,article,{},{},,3f87980d-8018-4881-9d42-7528c199a6fc,get all articles,READ,article,{},{},0,ORIGINAL
ADD,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,45613fa4-bb02-4bda-b54d-fe17b2676ec9,"add article with title='another article', and author='charles bronson'",ADD,article,"{'title': 'Another Article', 'author': 'Charles Bronson'}",{},2,ORIGINAL
READ,article,{},{},,3a351eb4-ebcc-4380-bca4-8bdc62d05e89,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,5e642918-b249-4c80-8e64-4e558b6edd2e,"update the article with id=1, setting the author='madona'",UPDATE,article,{'author': 'Madona'},{'id': '1'},2,ORIGINAL
READ,article,{},{},,06ed36f5-8792-4cac-88eb-b351486524b5,i want you to show me all articles,READ,article,{},{},0,ORIGINAL
ADD,article,{'title': 'experimental demonstration of shor's quantum factoring algorithm using qubits'},{},,c3a41595-e1bf-4f18-9f06-3e5170e48e38,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,{'title': 'Experimental demonstration of Shor's quantum factoring algorithm using qubits'},{},1,ORIGINAL
READ,article,{},{},,1e6c9ec3-6064-4206-b72c-0a6a23bf7aca,show all articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,ab0b79f1-b604-4769-993c-ca85b5fea0f2,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",UPDATE,article,{'title': 'Experimental demonstration of Shor's quantum factoring algorithm using qubits'},{'id': '2'},2,ORIGINAL
