processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,Person,{'30': 'paulo'},{},,d4becf7d-ed31-4bca-8e1b-5b0227f4eb6f,please change student with name paulo update age to 30,UPDATE,student,{'age': '30'},{'name': 'Paulo'},2,ORIGINAL
UPDATE,_Person__or__Student___either_could_be_appropriate_depending_on_the_specific_context_,{'30': 'anderson'},{},,ed667f00-76db-46d1-8d70-430192b1db6e,"for students with name anderson, update age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,_Student_,{},None,,a2c229c3-08a2-4400-91f7-85386066c492,"for students, update age to 30",UPDATE,student,{},{},0,ORIGINAL
UPDATE,Student__or_Users__if_the_system_is_designed_to_handle_multiple_types_of_users_,{},None,,8ee04f82-82f8-4e4d-a0df-e6efefe460f4,update students,UPDATE,student,{},{},0,ORIGINAL
,,None,None,,5853ced4-4369-4b39-87c9-f96beff44ef4,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Student,{},None,,a575c472-f8ec-49c2-8797-8f2e74d7ecf9,update students setting the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
ADD,Student,{},{},,a274c082-296c-4e17-9311-8ec321355fd8,add a student with name mary,ADD,student,{'name': 'Mary'},{},1,ORIGINAL
UPDATE,Students__noun__referring_to_the_subject_of_the_action__update__,{},None,,c4dc05a9-fdcc-44cd-befc-26b3c906ad54,update students set the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Person__or_Individual_,{},None,,05ff5eb5-5926-4db5-8bbb-040959fcd637,set students with age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Person,{'42': 'anderson'},{},,804bdce9-46d0-4cd7-8474-fd44dca007d3,"for students with name anderson, update the age to 42",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Person,{'30': 'anderson'},{},,e1c98042-18b8-4e13-88da-d579701948d2,please change student with name anderson update age to 30,UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Person__or_Student_if_the_context_is_a_specific_student_oriented_system_,{'30': 'anderson'},{},,9ed2826f-8a3c-49e3-b286-529faa98b5da,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,Student,{},None,,e538f068-734f-4ba1-8e7a-cb55b72f0b5c,"update the age to 42, for students with name='anderson'",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
ADD,Student,{},{},,41161216-5786-4b2b-9f60-4760713f0ee7,add a student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
READ,Student,{},{},,33201afd-cd77-4175-89c7-8b2c26522b3e,get students,READ,student,{},{},0,ORIGINAL
ADD,Artifact__assuming__article__is_considered_an_artifact_in_this_context_,{'title': ''dome: a no-code tool'},{},,3f382eb1-092d-428d-9e98-eeaa2cd6dccc,add article with title 'dome: a no-code tool',ADD,article,{'title': 'DomE: A no-code tool'},{},1,ORIGINAL
READ,Articles,{},{},,cc249c02-023c-4708-8908-05842ae71d86,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,Article,{},None,,da27dbe9-715b-46d8-9a9f-b53d2f4c41d2,"update the articles with id=1, setting the title='new title'",UPDATE,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
ADD,Article,{},{},,3b323ac3-1fc8-47e6-97dd-0b473ba5e179,"add article with title='title 2', author='rodrigo'",ADD,article,"{'title': 'title 2', 'author': 'Rodrigo'}",{},2,ORIGINAL
UPDATE,Article,{},None,,0c3cc7ac-ce8e-4b50-9c4d-5730b98aac2c,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,{'co_author': 'Layza'},{'id': '1'},2,ORIGINAL
DELETE,Article,{},{},,16fca4e2-2efb-4e11-bfbe-966e9e0add69,delete the article with id=1,DELETE,article,{},{'id': '1'},1,ORIGINAL
ADD,Person__or__Student__assuming__student__is_the_intended_specific_subclass_of_the_Person_entity__but_without_explicit_context__it_can_also_be_considered_as_a_generic_Person_since_age_is_a_common_attribute_for_both_humans_and_students_,{},{},,612a367c-f963-4286-9c60-fc9c7a1bf93b,add a student with age=45,ADD,student,{'age': '45'},{},1,ORIGINAL
READ,Students__Noun_,{},{},,8546ca61-a14f-4330-a661-308e0af35fe5,show students,READ,student,{},{},0,ORIGINAL
ADD,Organization__since_ACME_is_a_company_,{'street': 'acme'},{},,c6cbfeff-bf6b-4596-8b39-ebea3aecb242,"include company with name=acme, address=150 coconut street",ADD,company,"{'name': 'ACME', 'address': '150 Coconut Street'}",{},2,ORIGINAL
READ,Organizations_or_Companies__depending_on_context_,{},{},,d43d8652-4c89-4c1e-b313-382e8a46d46c,list companies,READ,company,{},{},0,ORIGINAL
ADD,Company,{'company': 'enterprises'},{},,af7478f3-9fa9-401d-a773-2d23dfb041c1,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{'name': 'Caju Enterprises', 'owner': 'Anderson Gomes', 'address': '200 Cumbuco Street'}",{},3,ORIGINAL
,,None,None,,2f87817b-8116-411e-b5d7-a12f6527c6a5,which company has caju in its name?,READ,company,{},{'name': 'caju'},1,ORIGINAL
,,None,None,,0b8852bb-02f2-4dc1-b85f-3a493d6b572d,"is there a company with ""caju"" in its name?",READ,company,{},{'name': 'caju'},1,ORIGINAL
DELETE,Organization,{},{},,23375d2c-7bd2-4aaa-a00a-5eb96f79ec7f,delete the company whose name is acme,DELETE,company,{},{'name': 'ACME'},1,ORIGINAL
ADD,Organization__for__company__,{None: 'beauty'},{},,3d9565a2-a1b1-4a1a-944d-1ae49299d7a8,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{'name': 'American Beauty', 'owner': 'Kevin Spacey'}",{},2,ORIGINAL
READ,Organization__or_Company_,{},{},,c2d29400-e9bd-445a-9db3-0434245f3a9a,list company names sorted in ascending order,READ,company,{},{'names': 'sorted'},1,ORIGINAL
READ,Organizations__or_Companies_,{},{},,34d098c8-d48f-44cc-8282-3cc8a21a32bd,list companies sorted by name in ascending order,READ,company,{},{'name': 'ascending'},1,ORIGINAL
ADD,Organization__for_the_company__and_Person__for_janjo_chiquim_,{},{},,f438239b-3e5b-452b-ad22-1f581b0b2cd1,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{'name': 'American Beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
ADD,Company,{},{},,cd058ac1-4cca-43d9-b60d-1b7ba91eed1a,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{'name': 'American Beauty', 'owner': 'Roger Rommel'}",{},2,ORIGINAL
READ,Companies__or_Organization_if_using_a_more_generic_classification_,{},{},,77dbf8c9-7b5b-435f-990e-4cd3402be836,"list companies, sort by name",READ,company,{},{'sort': 'by name'},1,ORIGINAL
READ,Organizations,{},{},,73dd910c-19ed-4f8a-bf2f-1a0ca4f1fdbc,list all companies,READ,company,{},{},0,ORIGINAL
READ,Organization__or_Companies__depending_on_specific_context_,{},{},,16dbb224-1e66-4ccc-8c0a-a6df8ebbb9f2,show all companies,READ,company,{},{},0,ORIGINAL
ADD,Organization__assuming__company__refers_to_an_organization_,{},{},,a6d0cd94-32b2-455a-832a-5d13e6986a3d,add company with name=roger arrombado,ADD,company,{'name': 'Roger Arrombado'},{},1,ORIGINAL
READ,Organizations__or_Companies_,{},{},,85a31081-513d-4b9a-a859-c36edcf4494f,get companies,READ,company,{},{},0,ORIGINAL
ADD,Organization__or_more_specifically__Construction_Company_,{},{},,a5213622-a33a-4f57-8ea2-f23b682679e7,include a company with name=mimoso construcoes,ADD,company,{'name': 'Mimoso Construcoes'},{},1,ORIGINAL
ADD,Article__based_on_the_context_of_adding_an_article_,{},{},,23c1636b-8aab-4280-bbb1-3c6f1cf5e0a6,add article with abstract equal to 'this is a good article',ADD,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
ADD,Article__Abstract__implied___Human_History__Technology_Evolution__Society,{},{},,4cdc1358-9209-41ca-b81f-36db6b00e4f6,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,{'abstract': 'this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.'},{},1,ORIGINAL
,,None,None,,4c12eb88-b3db-41cf-8a0c-ca734daf3503,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{'name': 'Rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,None,None,,346f62eb-e3d5-4b8a-84ed-056d32edd251,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
,,None,None,,367be8df-cced-40fb-8d1d-5bae237114b6,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,Entity_Class__Student,{},{},,fc7f7043-3993-42dd-a584-9a3c3d1b35d1,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,Student__assuming__students__refer_to_instances_of_the__Student__class_,{},{},,dde16a9e-eade-4d08-949c-f620758be913,delete students with id <= 4,DELETE,student,{},{'id': '4'},1,ORIGINAL
DELETE,Student,{},{},,184ca94e-8000-4c22-8e4c-2afc4481d6c1,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,Student__Assuming_the_context_is_an_educational_system_where__students__are_the_primary_entities_,{},{},,be041706-59c8-4b93-b857-d3f7b28fdda5,delete students with id less than or equal to 4,DELETE,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
DELETE,Students__since_we_re_deleting_entities_that_belong_to_the__Students__class_,{},{},,6b8d53ba-9dbc-408f-8ea5-882bc8baf78f,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,Student__assuming_the_user_is_referring_to_a_database_table_or_similar_structure_where__id__likely_identifies_each_student_record_,{},{},,0d1382af-8609-4a53-b473-44309dc2e3e3,get students with id <4,READ,student,{},{'id': '4'},1,ORIGINAL
READ,Student__or_Person__depending_on_the_context_,{},{},,92a56a23-389e-4da4-9940-73efdbccfaa4,get all students with name 'rodrigo',READ,student,{},{'name': 'Rodrigo'},1,ORIGINAL
,,None,None,,0ff97570-b4d0-4997-b17a-9183fbdbd31b,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,{'name': 'Rodrigo Freitas'},{'name': 'Rodrigo'},2,ORIGINAL
DELETE,Action,{},{},,a2996355-8399-402f-bd47-ac8d11dd4488,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,_Student_,{},{},,38985612-d470-493c-800a-848e930c3496,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,EntityClass__Film,"{'name': ''love, rosie'}",{},,e0068167-38b4-4d5f-8f6a-175216da8c96,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{'name': 'love, Rosie', 'genre': 'romance'}",{},2,ORIGINAL
READ,Category__assuming_a_website_structure_where__section__refers_to_a_category_,{},{},,cead4122-27b6-44ea-940b-c0b8e71a60ec,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,Movie__or_Film_,{},{},,25867349-3d9c-4c42-ade7-0edf8ab9a274,show me film,READ,film,{},{},0,ORIGINAL
ADD,Movie__or_Film_,{'action': 'batman'},{},,98473f73-c2aa-4027-a3a8-17f5e7bf79b5,"add film ""batman (2022)"" with genre=action",ADD,film,{'genre': 'action'},{},1,ORIGINAL
ADD,Movie__or_Film_,{'action': 'batman'},{},,528d4b39-359c-4311-accd-87703cb8946b,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{'name': 'Batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,Movie__or_Film_,{''': 'avatar'},{},,2d65beb6-8ac4-4717-a968-152a0a93e57c,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,Movie,{'action': 'avatar'},{},,45a1547e-f108-45b4-8aab-0e82a8983374,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,Movie__or_Film_,{'genre': ''drama'},{},,aedf8de8-26a1-449f-85e2-9a694c11474f,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{},{},,fd3f2be9-722a-4526-9187-b9aeb3bd0c71,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{'genre': ''drama'},{},,34f0b1ca-8e06-410d-bc65-31abca9e00bf,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{},{},,2fd4cbe1-3828-4e78-b0b8-d922c4671c84,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{},{},,28e40c9f-2e6e-46db-b044-825fba0ebbeb,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{'film': 'crepusculo'},{},,252fe8aa-d2cb-46cc-bcab-406db56bb3fe,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,Film,{'film': 'crepusculo'},{},,44bd712c-a39b-42df-8c70-1b37b18c3272,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
READ,Movie__or_Film_,{},{},,392c31de-2668-4d62-bf64-9acb7a41494c,show me film where action is the genre,READ,film,{},{'genre': 'action'},1,ORIGINAL
READ,Movie__or_Film_,{},{},,b26fbf68-68a4-46c5-bb43-656d362899df,show me film where genre = action,READ,film,{},{'genre': 'action'},1,ORIGINAL
ADD,Student,{},{},,c539517b-6da2-451e-b79c-61d23909a4c3,add a student with name=anderson,ADD,student,{'name': 'anderson'},{},1,ORIGINAL
ADD,Person__or_more_specifically__Teacher_,{},{},,8fd3baa5-fc22-40f2-8c15-491f3d5bfba9,add a teacher with name equal to 'italo roger',ADD,teacher,{'name': 'Italo Roger'},{},1,ORIGINAL
READ,Teacher,{},{},,35a7bffb-d462-44ae-8a5a-be832a4bf193,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,Person__assuming__teachers__refer_to_individuals_who_are_teachers_,{},{},,1b9bc284-c6a8-45a3-8a6d-c568cd989be4,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,Students,{},{},,f89a0cf4-545f-4a47-8fe8-5be92f8ea701,give me all students,READ,student,{},{},0,ORIGINAL
ADD,Person,{},{},,7e4e2a1e-5348-48d6-a17d-3aaa4038f92c,add a former teacher with name = anderson,ADD,former_teacher,{'name': 'Anderson'},{},1,ORIGINAL
ADD,Person,{},{},,12a37546-faf7-4cda-9b63-a6263d119695,add a former student with name = roger,ADD,former_student,{'name': 'Roger'},{},1,ORIGINAL
ADD,Author,{'’': 'dome'},{},,b8f305b1-3f00-418d-aa29-a934ea9f381f,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{'title': 'DoME: an experiment', 'abstract':'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date':'2023','first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
ADD,Movie__or_Media_if_considering_broader_categories_,{},{},,ab3be016-3be9-42c9-9d6f-3e9e93a0f871,add a movie with name=final fantasy,ADD,film,{'name': 'Final Fantasy'},{},1,ORIGINAL
READ,Movies,{},{},,8b273d1e-d1a0-46e3-bba5-85cb5951e5bb,get movies,READ,film,{},{},0,ORIGINAL
READ,Film__based_on_the_context_of__get_films_where_id_3__,{},{},,ff61c7c8-1e70-40fa-988d-b685d6c78bf4,get filmes where id=3,READ,film,{},{'id': '3'},1,ORIGINAL
READ,Film__or_Movie_,{},{},,82a8923f-68f3-4854-a65a-4d466d5a9e99,get films,READ,film,{},{},0,ORIGINAL
UPDATE,Film,{},None,,3bd66245-0922-4cef-80a7-7c8bd149f0f6,"update film with id=6, setting year to 2023",UPDATE,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
ADD,Movie__or_Film_,{},{},,efae51fc-14f2-4a2d-b586-a0d3991f9ccb,add film with title=et,ADD,film,{'title': 'ET'},{},1,ORIGINAL
ADD,Student,{},{},,0e8f6372-5b62-41cd-a6ca-e2b473d25805,add student with name='anderson',ADD,student,{'name': 'anderson'},{},1,ORIGINAL
READ,Films,{},{},,d3f51353-e47d-452c-a0b6-6574bedcbe39,get all films,READ,film,{},{},0,ORIGINAL
ADD,Student,{},{},,4097292c-ee08-4fbe-a962-3796972bf047,add a student with age=43,ADD,student,{'age': '43'},{},1,ORIGINAL
READ,Student,{},{},,4f340503-875d-4bc5-838e-dc430cbbe4aa,get student with name=julio,READ,student,{},{'name': 'Julio'},1,ORIGINAL
READ,Student__assuming_a_database_schema_where__Student__is_a_class_that_contains_attributes_like__name__,{},{},,7b09ea4d-f65d-4f59-9263-2dbec460c017,get student with name=anderson,READ,student,{},{'name': 'Anderson'},1,ORIGINAL
ADD,Student,{},{},,eb6306ba-eb04-4840-ad08-2e4111ee19be,add student with name=julio,ADD,student,{'name': 'Julio'},{},1,ORIGINAL
,,None,None,,0418b6e8-80ae-46f6-a479-fba5199b373e,list student,READ,student,{},{},0,ORIGINAL
ADD,Course__assuming_the__course__is_the_primary_entity_being_manipulated_in_this_context_,{},{},,bd042256-fed7-4aa7-865e-527d0352f253,add course with name='computer engineering',ADD,course,{'name': 'Computer Engineering'},{},1,ORIGINAL
READ,Entities__plural__is_a_non_specific_term__but_in_the_context_of_information_extraction_and_knowledge_representation__it_could_refer_to_several_types_of_classes_such_as_Person__Organization__Location__Event__or_Concept__Without_more_context_from_the_user_s_request__it_s_impossible_to_determine_the_exact_entity_class_they_are_referring_to_,{},{},,9d86e4f2-67ac-4340-b711-7e111117188c,list all entities,READ,entities,{},{},0,ORIGINAL
READ,Course,{},{},,567f0f6d-d535-4834-afc1-fa01ff4513a1,get courses,READ,course,{},{},0,ORIGINAL
READ,Course,{},{},,01448e54-cf6e-46d2-90f3-2e8e6c854844,show course,READ,course,{},{},0,ORIGINAL
READ,EntityClass__Person_or_Student__depending_on_context_and_system_s_data_model_,{},{},,319730c0-304c-4ac1-a821-0a071eab6961,get the class with name=student,READ,student,{},{'class': 'student'},1,ORIGINAL
ADD,Student__Assuming_a_database_schema_where__Student__is_a_class_that_has__name__as_one_of_its_attributes_,{},{},,f07e3418-6a0b-4561-b4e3-489d72ef1e3e,add student with name=abcd,ADD,student,{'name': 'abcd'},{},1,ORIGINAL
ADD,Student__assuming_a_hypothetical_database_system_where__student__is_a_defined_entity_class_,{},{},,d3b41eef-c467-4499-bdf2-a3d9b5bc55f3,add student with name=abcdef,ADD,student,{'name': 'abcdef'},{},1,ORIGINAL
ADD,Person__or_Student__depending_on_context_,{None: 'maria'},{},,e3a9dbde-fb39-492c-a0a9-0d41eb817ca3,"add student with name='maria', phone=123456",ADD,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
ADD,Student,{},{},,1528308b-39a7-42cb-8b8e-29645251c830,add student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
UPDATE,Student__Based_on_the_context_of_the_user_request_,{},None,,1d229ab9-6915-4cee-9a0a-c1670364ea9f,update student age=40 when id= 4,UPDATE,student,{'age': '40'},{'id': '4'},2,ORIGINAL
ADD,Article__based_on_the_context_of_adding_a_new_one_,{None: 'dome'},{},,7319fc76-a791-445c-8df7-8ac697f7396f,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,Document__Artifact,{None: 'dome'},{},,88dd58b0-1a12-466e-80d4-9132a30867af,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,Article__or_Publication_,{None: 'dome'},{},,d3800bc1-f434-48ea-8a10-9299007dc52a,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'year': '2023'}",{},2,ORIGINAL
READ,Articles,{},{},,4eb9e78b-8e3f-4893-896f-27e041ac2d27,get all articles,READ,article,{},{},0,ORIGINAL
ADD,Author__Article,{},{},,fe54075a-dd1a-442d-a201-59c52ccea12e,"add article with title='another article', and author='charles bronson'",ADD,article,"{'title': 'Another Article', 'author': 'Charles Bronson'}",{},2,ORIGINAL
READ,Articles,{},{},,2019286c-0970-44d2-b99c-bf864f7c7824,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,Article__Author,{},None,,7c164ddd-3f7b-4555-8158-526ce2c1141c,"update the article with id=1, setting the author='madona'",UPDATE,article,{'author': 'Madona'},{'id': '1'},2,ORIGINAL
