processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
ADD,Test,"""{'x': 'module', 'date': '01/01/2022', 'timeout': '100', 'limit': '10'}""","""{}""",,719f707d-f226-460e-8d3e-29839c3c6765,"add a test with scope=module x, date=01/01/2022, timeout = 100, limit=10",ADD,test,"""{\""scope\"": \""Module X\"", \""date\"": \""01/01/2022\"", \""timeout\"": \""100\"", \""limit\"": \""10\""}""","""{}""",4,ORIGINAL
ADD,Test,"""{'scope': 'module', 'number': '8'}""","""{}""",,b76136d1-4cd6-48be-8f79-e0e7bda750eb,add a test with scope=module y and number = 8,ADD,test,"""{\""scope\"": \""Module Y\"", \""number\"": \""8\""}""","""{}""",2,ORIGINAL
ADD,Student,"""{'name': 'anderson', 'age': '199'}""","""{}""",,e89a73d4-0645-4762-af59-d7069026bd82,"add student with name=anderson, age=199",ADD,student,"""{\""name\"": \""Anderson\"", \""age\"": \""199\""}""","""{}""",2,ORIGINAL
DELETE,Student,"""{'name': 'anderson', 'age': '199'}""","""{}""",,54957e08-d5c9-497b-84bc-7bb55e9ffac9,"delete student name is anderson, and age is 199",DELETE,student,"""{}""","""{\""name\"": \""Anderson\"", \""age\"": \""199\""}""",2,ORIGINAL
ADD,Article,"""{'title': 'the title'}""","""{}""",,1b07fee9-942b-4a25-a87a-f80354ee815d,"add article with title=the title, author=the author",ADD,article,"""{\""title\"": \""The title\"", \""author\"": \""The author\""}""","""{}""",2,ORIGINAL
UPDATE,Article,"""{'title': 'the new title'}""","""{'title': 'the title'}""",,bc207353-2cdf-4945-832e-36f5ffcdc0d8,"update article with title ""the title"" and author ""the author"" set the title to ""the new title""",UPDATE,article,"""{\""title\"": \""The new title\""}""","""{\""title\"": \""The title\"", \""author\"": \""The author\""}""",3,ORIGINAL
ADD,Article,"""{}""","""{}""",,67addce2-2510-49c0-9d5d-c9213924d820,add article with author=anderson,ADD,article,"""{\""author\"": \""Anderson\""}""","""{}""",1,ORIGINAL
DELETE,Article,"""{}""","""{}""",,74e3a781-9e86-452e-944c-33a636851f01,"delete article when author=""anderson""",DELETE,article,"""{}""","""{\""author\"": \""Anderson\""}""",1,ORIGINAL
READ,Article,"""{}""","""{}""",,e49b23b4-f385-4a42-bde5-a0dc898d88fc,show me the articles,READ,article,"""{}""","""{}""",0,ORIGINAL
ADD,Article,"""{'author': 'the author', 'abstract': 'the abstract', 'keywords': 'the keywords'}""","""{}""",,8c3b4204-485f-415b-ab00-ecb4b51a4fbe,"add article with title=the title, author=the author, abstract=the abstract, keywords=the keywords",ADD,article,"""{\""title\"": \""The title\"", \""author\"": \""The author\"", \""abstract\"": \""The abstract\"", \""keywords\"": \""The keywords\""}""","""{}""",4,ORIGINAL
UPDATE,Article,"""{'co_author': 'anderson gomes'}""","""{'title': 'article'}""",,917bb606-2da0-477b-946a-a4b983c3afa0,"update article with title ""the title"", setting the co-author as ""anderson gomes""",UPDATE,article,"""{\""co_author\"": \""Anderson Gomes\""}""","""{\""title\"": \""The title\""}""",2,ORIGINAL
UPDATE,Article,"""{'first_author': 'paulo maia'}""","""{'id': '1'}""",,91da9aa8-750b-4ee8-a922-9ddd2ce79cca,"update article with id=1, setting the first author as ""paulo maia""",UPDATE,article,"""{\""first_author\"": \""Paulo Maia\""}""","""{\""id\"": \""1\""}""",2,ORIGINAL
READ,Student,"""{}""","""{}""",,362469b4-2cc0-4c32-8684-3eb5cb2375b9,show all students,READ,student,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,ef105ab0-9da7-416a-a268-49a55003f51f,view students,READ,student,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,71bd7dde-e227-4448-9573-fac15cee8f31,fetch the students,READ,student,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,3bdac014-648f-4ae7-a995-643d8c38a3dd,get the students,READ,student,"""{}""","""{}""",0,ORIGINAL
UPDATE,Student,"""{'students': 'anderson'}""","""{}""",,8b6f41e8-9c99-48b7-8e86-aade865a5ae0,"for the students with name='anderson', update the name to 'anderson martins'",UPDATE,student,"""{\""name\"": \""Anderson Martins\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{'age': '30'}""","""{'name': 'paulo'}""",,e8c56741-f75b-43b7-ab7b-198ea174a49e,please change student with name paulo update age to 30,UPDATE,student,"""{\""age\"": \""30\""}""","""{\""name\"": \""Paulo\""}""",2,ORIGINAL
UPDATE,Student,"""{'students': 'anderson'}""","""{}""",,d237ec76-72ac-4d30-bb6a-b33dc864f0f4,"for students with name anderson, update age to 30",UPDATE,student,"""{\""age\"": \""30\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{}""","""None""",,6203e5da-de19-4757-ab1d-4ecc45fdf709,"for students, update age to 30",UPDATE,student,"""{}""","""{}""",0,ORIGINAL
UPDATE,Student,"""{}""","""None""",,f8efe406-ad38-4051-a117-ef4ae7cd9f1d,update students,UPDATE,student,"""{}""","""{}""",0,ORIGINAL
UPDATE,Student,"""{'students': 'anderson'}""","""{}""",,36c59d78-2df4-40c9-9df7-c3a7ecde9bac,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,"""{\""age\"": \""30\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{}""","""None""",,0c6b6fed-1bda-4a35-a519-e91ef8112adf,update students setting the age to 42 when name is anderson,UPDATE,student,"""{\""age\"": \""42\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,student,"""{}""","""None""",,9b4284f8-6fdf-46fb-b2f6-caf076a03505,update students set the age to 42 when name is anderson,UPDATE,student,"""{\""age\"": \""42\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,student,"""{}""","""None""",,7fc83aaa-ca87-49a1-9b56-bbaac3699253,set students with age to 42 when name is anderson,UPDATE,student,"""{\""age\"": \""42\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{'students': 'anderson'}""","""{}""",,7c67263c-5f32-4802-a0bb-824fb3568ffa,"for students with name anderson, update the age to 42",UPDATE,student,"""{\""age\"": \""42\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{'student': 'anderson'}""","""{}""",,584447f1-3d8a-4647-8aeb-399190af2a50,please change student with name anderson update age to 30,UPDATE,student,"""{\""age\"": \""30\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{'student': 'anderson'}""","""{}""",,f8e6270d-3637-42fd-8b44-888aa101b520,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,"""{\""age\"": \""30\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
UPDATE,Student,"""{}""","""None""",,ab06de72-77c2-4bfe-b4f1-eefa28c12cd0,"update the age to 42, for students with name='anderson'",UPDATE,student,"""{\""age\"": \""42\""}""","""{\""name\"": \""Anderson\""}""",2,ORIGINAL
ADD,Student,"""{'name': 'joseph'}""","""{}""",,b3675d16-3285-46b8-b92e-8d8e3d5ec0f2,add a student with name joseph,ADD,student,"""{\""name\"": \""Joseph\""}""","""{}""",1,ORIGINAL
READ,Student,"""{}""","""{}""",,3b65eee7-63b0-4841-a0a6-6e8a7fdbbdff,get students,READ,student,"""{}""","""{}""",0,ORIGINAL
ADD,Article,"""{'article': 'dome'}""","""{}""",,7253e59f-c7c9-42b3-a71b-69c967af9a6b,add article with title 'dome: a no-code tool',ADD,article,"""{\""title\"": \""DomE: A no-code tool\""}""","""{}""",1,ORIGINAL
READ,Article,"""{}""","""{}""",,487296c5-90b0-4d5b-afa6-7c9490f85913,get articles,READ,article,"""{}""","""{}""",0,ORIGINAL
UPDATE,Article,"""{}""","""None""",,4bf1710a-2bff-4b1b-8ac2-508b41216f5c,"update the articles with id=1, setting the title='new title'",UPDATE,article,"""{\""title\"": \""new title\""}""","""{\""id\"": \""1\""}""",2,ORIGINAL
ADD,Article,"""{'author': 'rodrigo'}""","""{}""",,104f48bb-01a1-4327-8d2a-edb8bb9d6625,"add article with title='title 2', author='rodrigo'",ADD,article,"""{\""title\"": \""title 2\"", \""author\"": \""Rodrigo\""}""","""{}""",2,ORIGINAL
UPDATE,Article,"""{}""","""None""",,eb5441f4-e7a3-4dea-b83e-f1bf11eb5ec0,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,"""{\""co_author\"": \""Layza\""}""","""{\""id\"": \""1\""}""",2,ORIGINAL
DELETE,Article,"""{'id': '1'}""","""{}""",,f4a39f01-1dea-4e59-9c7f-a917927b122d,delete the article with id=1,DELETE,article,"""{}""","""{\""id\"": \""1\""}""",1,ORIGINAL
ADD,Student,"""{'age': '45'}""","""{}""",,c52d2bdc-6f59-4487-9691-69cbb47b3a7f,add a student with age=45,ADD,student,"""{\""age\"": \""45\""}""","""{}""",1,ORIGINAL
READ,Student,"""{}""","""{}""",,0ec65498-745c-4d6f-bd08-bb30ad45a2cb,show students,READ,student,"""{}""","""{}""",0,ORIGINAL
ADD,Company,"""{'name': 'acme', 'address': '150 coconut street'}""","""{}""",,828e95ca-de2f-46c6-bf06-2e84d43e6e45,"include company with name=acme, address=150 coconut street",ADD,company,"""{\""name\"": \""ACME\"", \""address\"": \""150 Coconut Street\""}""","""{}""",2,ORIGINAL
READ,Company,"""{}""","""{}""",,878a55ce-2edc-48cb-b470-6f4c12dd81b6,list companies,READ,company,"""{}""","""{}""",0,ORIGINAL
ADD,Company,"""{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}""","""{}""",,ce3b80fc-43e8-48d1-866e-d8da1ce4549f,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"""{\""name\"": \""Caju Enterprises\"", \""owner\"": \""Anderson Gomes\"", \""address\"": \""200 Cumbuco Street\""}""","""{}""",3,ORIGINAL
READ,Company,"""{'company': 'caju'}""","""{}""",,b9db67e5-193a-4d37-aebe-737e81b020ce,which company has caju in its name?,READ,company,"""{}""","""{\""name\"": \""caju\""}""",1,ORIGINAL
READ,Company,"""{'company': 'caju'}""","""{}""",,f6844bde-ae39-4d14-a72c-c97db2c60164,"is there a company with ""caju"" in its name?",READ,company,"""{}""","""{\""name\"": \""caju\""}""",1,ORIGINAL
DELETE,Company,"""{'name': 'acme'}""","""{}""",,68d6dcb0-accd-4fc0-b322-60faaad81313,delete the company whose name is acme,DELETE,company,"""{}""","""{\""name\"": \""ACME\""}""",1,ORIGINAL
ADD,Company,"""{'name': 'american beauty', 'owner': 'kevin spacey'}""","""{}""",,8c698f9b-fd2a-438b-948f-d5009a8878ff,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"""{\""name\"": \""American Beauty\"", \""owner\"": \""Kevin Spacey\""}""","""{}""",2,ORIGINAL
READ,Company,"""{}""","""{}""",,78436f5b-f18a-4a87-9913-620f6b5429cd,list company names sorted in ascending order,READ,company,"""{}""","""{\""names\"": \""sorted\""}""",1,ORIGINAL
READ,Company,"""{}""","""{}""",,93222fde-9710-4846-90ae-5b6e5abde678,list companies sorted by name in ascending order,READ,company,"""{}""","""{\""name\"": \""ascending\""}""",1,ORIGINAL
ADD,Company,"""{'name': 'american beauty', 'owner': 'janjo chiquim'}""","""{}""",,72e270c5-2a8c-4d94-b7ea-a43f9f3267f7,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"""{\""name\"": \""American Beauty\"", \""owner\"": \""janjo chiquim\""}""","""{}""",2,ORIGINAL
ADD,Company,"""{'name': 'american beauty', 'owner': 'roger rommel'}""","""{}""",,fae60f3c-6323-44b6-9f48-971ff08a3efb,add a new company with name=american beauty and owner=roger rommel,ADD,company,"""{\""name\"": \""American Beauty\"", \""owner\"": \""Roger Rommel\""}""","""{}""",2,ORIGINAL
READ,Company,"""{'sort': 'name'}""","""{}""",,d3413b6e-bf3d-4040-b919-77e22753874a,"list companies, sort by name",READ,company,"""{}""","""{\""sort\"": \""by name\""}""",1,ORIGINAL
READ,Company,"""{}""","""{}""",,90ecd52f-2bdd-4983-ab0a-69fbe7fbeb26,list all companies,READ,company,"""{}""","""{}""",0,ORIGINAL
READ,Company,"""{}""","""{}""",,da13a637-53db-46a6-8060-1dbc9299a4a3,show all companies,READ,company,"""{}""","""{}""",0,ORIGINAL
ADD,Company,"""{'name': 'roger arrombado'}""","""{}""",,04ad2ad5-e244-4ab5-bb00-3cbbd65d1131,add company with name=roger arrombado,ADD,company,"""{\""name\"": \""Roger Arrombado\""}""","""{}""",1,ORIGINAL
READ,Company,"""{}""","""{}""",,e604b6e7-cffd-43f1-8bda-3830d00a282e,get companies,READ,company,"""{}""","""{}""",0,ORIGINAL
ADD,Company,"""{'name': 'mimoso construcoes'}""","""{}""",,8c7b89f5-f710-4eb1-a2fa-de3c6e9714fd,include a company with name=mimoso construcoes,ADD,company,"""{\""name\"": \""Mimoso Construcoes\""}""","""{}""",1,ORIGINAL
ADD,Article,"""{'abstract': 'this is a good article'}""","""{}""",,0aba62d7-d27f-4e40-95d6-f8f88537bf76,add article with abstract equal to 'this is a good article',ADD,article,"""{\""abstract\"": \""this is a good article\""}""","""{}""",1,ORIGINAL
ADD,Article,"""{'human_narratives': \""technology evolution and it's impact on society\""}""","""{}""",,3b958ba4-7bf6-4ffd-8333-818b4ab0cf6c,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,"""{\""abstract\"": \""this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.\""}""","""{}""",1,ORIGINAL
ADD,Student,"""{'name': 'mary'}""","""{}""",,729003e7-bdcc-4ee0-a3f3-a53974a93355,add a student with name mary,ADD,student,"""{\""name\"": \""Mary\""}""","""{}""",1,ORIGINAL
,None,"""None""","""None""",,208f1d99-9e7a-420f-9e46-da8ab2e3be95,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"""{\""name\"": \""Rodrigo\"", \""age\"": \""20\"", \""skin\"": \""white\""}""","""{}""",3,ORIGINAL
READ,Student,"""{}""","""{}""",,50ac76d8-a305-4be5-aafd-6dc5781258b8,"now, i want to view all students",READ,student,"""{}""","""{}""",0,ORIGINAL
DELETE,Student,"""{}""","""{}""",,d3c151fa-3b66-4753-aaf8-6c655c17c855,i want to delete all students,DELETE,student,"""{}""","""{}""",0,ORIGINAL
DELETE,Student,"""{}""","""{}""",,7a672679-e67a-4dad-82b2-d41417572a02,delete students,DELETE,student,"""{}""","""{}""",0,ORIGINAL
DELETE,Student,"""{}""","""{}""",,1f202739-0c90-45fa-8f08-ce7c0bfc570a,delete students with id <= 4,DELETE,student,"""{}""","""{\""id\"": \""4\""}""",1,ORIGINAL
DELETE,Student,"""{}""","""{}""",,28438b4c-b447-420f-a24f-01b2453da344,delete students with idless than or equal to 4,DELETE,student,"""{}""","""{}""",0,ORIGINAL
DELETE,Student,"""{}""","""{}""",,7963c647-e8a4-4d37-8289-6cd072538f9f,delete students with id less than or equal to 4,DELETE,student,"""{}""","""{\""id\"": \""less than or equal to 4\""}""",1,ORIGINAL
DELETE,Student,"""{}""","""{}""",,4880c0f0-c3ae-4ae7-8c4b-b53c84ff2aa3,"delete students with id=1, id=2 and id=3",DELETE,student,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,c8d88b0a-50de-4f74-b636-31e00af50fa5,get students with id <4,READ,student,"""{}""","""{\""id\"": \""4\""}""",1,ORIGINAL
READ,Student,"""{'name': 'rodrigo'}""","""{}""",,4ddf3d33-d998-46e6-bb1a-e12404e258f2,get all students with name 'rodrigo',READ,student,"""{}""","""{\""name\"": \""Rodrigo\""}""",1,ORIGINAL
UPDATE,Student,"""{'name': 'rodrigo freitas'}""","""{'name': 'rodrigo'}""",,b5ec0f14-b006-42fa-b771-fe06cd2dc010,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,"""{\""name\"": \""Rodrigo Freitas\""}""","""{\""name\"": \""Rodrigo\""}""",2,ORIGINAL
DELETE,Student,"""{}""","""{}""",,def32a35-1e5f-4f6d-8e62-876b9347a877,delete 'update' from all students,DELETE,student,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,3eee6ee1-5add-470d-a5f2-b92433656f38,get all students that starts with 'r',READ,student,"""{}""","""{}""",0,ORIGINAL
ADD,Film,"""{'name': 'love, rosie', 'genre': 'romance'}""","""{}""",,5729e23b-4cae-4060-bbcc-ab9fa80eda49,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"""{\""name\"": \""love, Rosie\"", \""genre\"": \""romance\""}""","""{}""",2,ORIGINAL
READ,Film,"""{}""","""{}""",,ab40c21e-5c2b-4ebc-a331-7907936f685d,show me the section film,READ,section_film,"""{}""","""{}""",0,ORIGINAL
READ,Film,"""{}""","""{}""",,c2442719-6d11-4a33-bbe2-22162a64b9a1,show me film,READ,film,"""{}""","""{}""",0,ORIGINAL
ADD,Film,"""{'film': 'batman'}""","""{}""",,43d72fa5-603f-49e8-989c-9e4d652d157c,"add film ""batman (2022)"" with genre=action",ADD,film,"""{\""genre\"": \""action\""}""","""{}""",1,ORIGINAL
ADD,Film,"""{'name': 'batman (2022)', 'genre': 'action'}""","""{}""",,577f2049-c068-4b1c-a7d5-1b096852c7f3,"add film with name ""batman (2022)"" and genre=action",ADD,film,"""{\""name\"": \""Batman (2022)\"", \""genre\"": \""action\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'avatar (2022)', 'genre': 'action', 'film': 'crep\u00fasculo'}""","""{}""",,5aafb5c6-d818-4fb8-b6fc-4e324f4f42af,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"""{\""name\"": \""Avatar (2022)\"", \""genre\"": \""action\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'avatar (2022)', 'genre': 'action'}""","""{}""",,8d6b9b69-aa7c-4e95-a1d6-410376492787,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"""{\""name\"": \""Avatar (2022)\"", \""genre\"": \""action\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,4d49e6b5-4e82-4732-850b-abc7e811ba88,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,29ec3980-0e36-447f-9f99-96ead9f87e18,"add film with name=crepúsculo and genre ""drama""",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,e3fe549f-603c-4519-8f0a-56df559c5bf3,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'film': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,8cd17da8-0aca-43cb-bbd6-3df223ac72c2,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,338b898f-3a29-4937-b76b-97354e0ac63f,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crep\u00fasculo', 'genre': 'drama'}""","""{}""",,e830ddac-28f9-485f-b94d-d1ea6443ac0f,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
ADD,Film,"""{'name': 'crepusculo', 'genre': 'drama'}""","""{}""",,4845447f-19f9-45ad-93f4-895e6e831319,"add film with name ""crepusculo"" and genre=drama",ADD,film,"""{\""name\"": \""Crepusculo\"", \""genre\"": \""Drama\""}""","""{}""",2,ORIGINAL
READ,Film,"""{'action': 'genre'}""","""{}""",,c7c4986a-2449-4a34-b587-1a27d599e2b7,show me film where action is the genre,READ,film,"""{}""","""{\""genre\"": \""action\""}""",1,ORIGINAL
READ,Film,"""{'genre': 'action'}""","""{}""",,de787e49-e808-4126-a175-f3145797d16e,show me film where genre = action,READ,film,"""{}""","""{\""genre\"": \""action\""}""",1,ORIGINAL
ADD,Student,"""{'name': 'anderson'}""","""{}""",,f55e47c7-817e-4755-b8a6-12013a35745e,add a student with name=anderson,ADD,student,"""{\""name\"": \""anderson\""}""","""{}""",1,ORIGINAL
ADD,Teacher,"""{'name': 'italo roger'}""","""{}""",,f9ed0dbb-0360-490c-ac11-de83456ca887,add a teacher with name equal to 'italo roger',ADD,teacher,"""{\""name\"": \""Italo Roger\""}""","""{}""",1,ORIGINAL
READ,Teacher,"""{}""","""{}""",,129f53a2-83f4-4892-9fd3-3816f4cce950,get all teachers,READ,teacher,"""{}""","""{}""",0,ORIGINAL
READ,Teacher,"""{}""","""{}""",,f1c93b74-019f-4593-8948-df0a85424253,get teachers,READ,teacher,"""{}""","""{}""",0,ORIGINAL
READ,Student,"""{}""","""{}""",,95e4d108-96d2-43b7-98a0-4ef31d1810dd,give me all students,READ,student,"""{}""","""{}""",0,ORIGINAL
ADD,Teacher,"""{}""","""{}""",,50133157-587c-45f6-bf40-f0c9cd98384d,add a former teacher with name = anderson,ADD,former_teacher,"""{\""name\"": \""Anderson\""}""","""{}""",1,ORIGINAL
ADD,Student,"""{'former_student': 'roger'}""","""{}""",,0b83188b-e0bd-4d2a-8dcb-323a5e6380cf,add a former student with name = roger,ADD,former_student,"""{\""name\"": \""Roger\""}""","""{}""",1,ORIGINAL
ADD,Article,"""{'article': 'dome'}""","""{}""",,3eb241dd-373e-4f9a-9a05-725a336204f3,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"""{\""title\"": \""DoME: an experiment\"", \""abstract\"":\""this is a cool experiment\"", \""keywords\"": \""dome, ai, machine learning, self-drive systems, python\"", \""date\"":\""2023\"",\""first_author\"": \""anderson martins gomes\"", \""co_author\"": \""paulo henrique maia\"", \""second_author\"": \""marina alves costa gomes\""}""","""{}""",7,ORIGINAL
ADD,Movie,"""{'movie': 'final fantasy'}""","""{}""",,a7ab1688-4581-4c47-9bdb-d98482bdc740,add a movie with name=final fantasy,ADD,film,"""{\""name\"": \""Final Fantasy\""}""","""{}""",1,ORIGINAL
READ,Movie,"""{'movies': 'movies'}""","""{}""",,c41a3229-9d6f-489e-b23b-22293af77ae3,get movies,READ,film,"""{}""","""{}""",0,ORIGINAL
READ,Filme,"""{'filmes': 'filmes'}""","""{}""",,83b52932-baa0-4712-86e8-bdc4b76eafcf,get filmes where id=3,READ,film,"""{}""","""{\""id\"": \""3\""}""",1,ORIGINAL
READ,Film,"""{}""","""{}""",,77cc3184-23f7-4e2c-afe2-878eb8a9e170,get films,READ,film,"""{}""","""{}""",0,ORIGINAL
UPDATE,Film,"""{'year': '2023'}""","""{'id': '6'}""",,d558f870-1eac-4c2e-ad83-995cc5c34a5c,"update film with id=6, setting year to 2023",UPDATE,film,"""{\""year\"": \""2023\""}""","""{\""id\"": \""6\""}""",2,ORIGINAL
ADD,Film,"""{'title': 'et'}""","""{}""",,b5d2e56d-2058-4f78-b753-c558272ad343,add film with title=et,ADD,film,"""{\""title\"": \""ET\""}""","""{}""",1,ORIGINAL
ADD,Student,"""{}""","""{}""",,3257656a-8a41-4134-8c8b-b1d57982323c,add student with name='anderson',ADD,student,"""{\""name\"": \""anderson\""}""","""{}""",1,ORIGINAL
READ,Film,"""{}""","""{}""",,b68e7201-067e-4be1-bb47-330a0a46e45d,get all films,READ,film,"""{}""","""{}""",0,ORIGINAL
ADD,Student,"""{'age': '43'}""","""{}""",,df2b86e8-6fc8-4d1e-aed1-eedec1cf9491,add a student with age=43,ADD,student,"""{\""age\"": \""43\""}""","""{}""",1,ORIGINAL
READ,Student,"""{'name': 'julio'}""","""{}""",,2e658bb4-6eb0-4101-b9ec-bd2d9ba8b10a,get student with name=julio,READ,student,"""{}""","""{\""name\"": \""Julio\""}""",1,ORIGINAL
