processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,article,{},None,,47787faa-d699-47e8-bc1c-ced660933ddd,"update article with id=1, setting the first author as ""paulo maia""",UPDATE,article,{'first_author': 'Paulo Maia'},{'id': '1'},2,ORIGINAL
READ,student,{},{},,7157f662-5f75-4530-9172-2d7b9c9a939d,show all students,READ,student,{},{},0,ORIGINAL
READ,student,{},{},,729bbff0-9607-40d6-a369-14c7a7442f0b,view students,READ,student,{},{},0,ORIGINAL
READ,student,{},{},,965bbc7f-86d0-4b85-89b2-1d23811c47bb,fetch the students,READ,student,{},{},0,ORIGINAL
READ,student,{},{},,7e136ad4-0370-4c06-848e-a57985070f7e,get the students,READ,student,{},{},0,ORIGINAL
UPDATE,student,{},None,,4f24c094-3838-4892-9a34-70d2263bca22,"for the students with name='anderson', update the name to 'anderson martins'",UPDATE,student,{'name': 'Anderson Martins'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '30'},{'name': 'paulo'},,8250c12d-e7e2-413b-980c-9d3a367e8ef1,please change student with name paulo update age to 30,UPDATE,student,{'age': '30'},{'name': 'Paulo'},2,ORIGINAL
UPDATE,student,{'age': '30'},{'name': 'anderson'},,4b814445-9f46-4157-8d71-65b966235328,"for students with name anderson, update age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,dca613d5-a581-4bb8-a22c-2eac0bea9ddd,"for students, update age to 30",UPDATE,student,{},{},0,ORIGINAL
UPDATE,student,{},None,,de24fa48-e007-4661-9430-63e01f43b511,update students,UPDATE,student,{},{},0,ORIGINAL
UPDATE,student,{},None,,7adf83b8-466a-4a52-9517-2d21b1990dc6,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '42'},{'name': 'anderson'},,2d78d4df-5cc9-47d9-9642-e1471d955e37,update students setting the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,,None,None,,e5c6ad3b-2266-4f11-91f3-68fe61d624cb,update students set the age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '42'},{'name': 'anderson'},,06f363ea-25a8-48d1-91b3-4a17c5f4d186,set students with age to 42 when name is anderson,UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '42'},{'name': 'anderson'},,759bb120-b5be-4842-a95e-b6c97167ad2f,"for students with name anderson, update the age to 42",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{'age': '30'},{'name': 'anderson'},,62475b89-035c-458d-b1c0-c45d4087d467,please change student with name anderson update age to 30,UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,dc93c22d-1413-4d74-94db-81c49a55a659,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,{'age': '30'},{'name': 'Anderson'},2,ORIGINAL
UPDATE,student,{},None,,5ebdf1b0-79e1-4455-873d-4ddfea9f5e35,"update the age to 42, for students with name='anderson'",UPDATE,student,{'age': '42'},{'name': 'Anderson'},2,ORIGINAL
ADD,student,{'name': 'joseph'},{},,64a483a8-bc78-4501-8733-b83763ecea62,add a student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
READ,student,{},{},,1b56ce3d-790b-4ee4-8d64-97b36bbcfad1,get students,READ,student,{},{},0,ORIGINAL
ADD,article,{'title': 'dome: a no-code tool'},{},,ef2c6699-f701-4ffd-9f66-f77b6bdfc2cd,add article with title 'dome: a no-code tool',ADD,article,{'title': 'DomE: A no-code tool'},{},1,ORIGINAL
READ,article,{},{},,ee40d9f6-1872-43a5-a2b3-6edd73e6d714,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,05b3634f-7d18-4648-9e2f-ffe92e0c24e4,"update the articles with id=1, setting the title='new title'",UPDATE,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
ADD,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},,dcb3374b-1f44-43ec-adc0-b893bd17811d,"add article with title='title 2', author='rodrigo'",ADD,article,"{'title': 'title 2', 'author': 'Rodrigo'}",{},2,ORIGINAL
UPDATE,article,{},None,,3321957f-f12e-42d5-bf39-880a8507d0d4,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,{'co_author': 'Layza'},{'id': '1'},2,ORIGINAL
DELETE,article,{'id': '1'},{},,a141b7d0-a273-4c58-b5bd-ef3381398f42,delete the article with id=1,DELETE,article,{},{'id': '1'},1,ORIGINAL
ADD,student,{'age': '45'},{},,e60828a8-f4ea-43c2-9378-582c1c2356bd,add a student with age=45,ADD,student,{'age': '45'},{},1,ORIGINAL
READ,student,{},{},,1fe78c2e-23e7-45cb-aaa7-687c22635fee,show students,READ,student,{},{},0,ORIGINAL
ADD,company,"{'name': 'acme', 'address': '150 coconut street'}",{},,97d21979-7ae1-4e9a-9165-7094ae75835e,"include company with name=acme, address=150 coconut street",ADD,company,"{'name': 'ACME', 'address': '150 Coconut Street'}",{},2,ORIGINAL
READ,company,{},{},,9ee882be-6c75-4426-972a-36818512c614,list companies,READ,company,{},{},0,ORIGINAL
ADD,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},,15e0c0b3-b1be-4103-a0ce-1e4c7159a59c,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{'name': 'Caju Enterprises', 'owner': 'Anderson Gomes', 'address': '200 Cumbuco Street'}",{},3,ORIGINAL
READ,company,{'company': 'caju'},{},,8caa3e32-582d-4bc7-af35-f09fe09bac3e,which company has caju in its name?,READ,company,{},{'name': 'caju'},1,ORIGINAL
READ,company,{'company': 'caju'},{},,3269d6d4-221e-49ed-bfdd-d57b696cbcce,"is there a company with ""caju"" in its name?",READ,company,{},{'name': 'caju'},1,ORIGINAL
DELETE,company,{'name': 'acme'},{},,5ae37ee7-0751-4a5b-93f6-c31ad93ac050,delete the company whose name is acme,DELETE,company,{},{'name': 'ACME'},1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,d808a4f7-5cd0-450a-9de9-988e3579fcc2,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{'name': 'American Beauty', 'owner': 'Kevin Spacey'}",{},2,ORIGINAL
READ,company,{'names': 'sorted in ascending order'},{},,17c4525b-4f43-47c1-b088-4ac269722e95,list company names sorted in ascending order,READ,company,{},{'names': 'sorted'},1,ORIGINAL
READ,company,{'name': 'ascending order'},{},,5ac7a453-fda5-480e-9b85-141cac2ef77e,list companies sorted by name in ascending order,READ,company,{},{'name': 'ascending'},1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,cdc6f0e0-f3f7-4a59-847a-75e1c28245d8,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{'name': 'American Beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,c7169b41-2e3e-4014-b476-d929bfe167fb,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{'name': 'American Beauty', 'owner': 'Roger Rommel'}",{},2,ORIGINAL
READ,company,{'sort': 'name'},{},,57ad12b1-4d8e-4aee-8b66-acbb60924e03,"list companies, sort by name",READ,company,{},{'sort': 'by name'},1,ORIGINAL
READ,company,{},{},,bbc8ed40-2d7d-40a0-9db5-d88de3ee2976,list all companies,READ,company,{},{},0,ORIGINAL
READ,company,{},{},,9ce83eaf-4705-4d31-86a6-78873f76ecab,show all companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'name': 'roger arrombado'},{},,9232adb6-81a7-4020-b8c5-8488371c8ec2,add company with name=roger arrombado,ADD,company,{'name': 'Roger Arrombado'},{},1,ORIGINAL
READ,company,{},{},,6bb0742e-ba22-41ea-a580-266a5648bf02,get companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'name': 'mimoso construcoes'},{},,dac95497-42e1-4d58-b3ed-9b7d7ffb321b,include a company with name=mimoso construcoes,ADD,company,{'name': 'Mimoso Construcoes'},{},1,ORIGINAL
ADD,article,"{'abstract': 'is a good', 'good_article': ''}",{},,592cacaa-17c7-4de9-8ffa-82d18f721778,add article with abstract equal to 'this is a good article',ADD,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
ADD,article,"{'human_history': 'human', 'human_narratives': 'are around the technology evolution', 'impact': 'on', 'society': ''}",{},,4a694bbd-9f5c-41f9-9942-4997a04fcb7d,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,{'abstract': 'this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.'},{},1,ORIGINAL
ADD,student,{'name': 'mary'},{},,a18f2293-ba10-4b84-a88b-1e90b53d9ca2,add a student with name mary,ADD,student,{'name': 'Mary'},{},1,ORIGINAL
ADD,student,{'student': 'rodrigo'},{},,20558ab2-83de-42a0-8def-c35c07cba9be,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{'name': 'Rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
READ,student,{},{},,be48b029-4ef4-4d1b-a902-a426dc4adbcf,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
DELETE,student,{},{},,303904ba-1b0a-4aee-9ab0-7386ecb54b5e,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,6a098834-ae3f-4423-af01-8b985dff5e32,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{'id': '4'},{},,664618c5-7d4c-416c-bdcb-d5c7a9843e95,delete students with id <= 4,DELETE,student,{},{'id': '4'},1,ORIGINAL
DELETE,student,{'idless': '4'},{},,71fb6037-9e53-4f42-817c-b1e445053696,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{'id': '4'},{},,5a0f2941-017a-431c-be00-8a34c6875563,delete students with id less than or equal to 4,DELETE,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
DELETE,student,{'id': '1'},{},,b56014e3-6f3a-4eb4-ae8b-2519ecf023cd,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,student,{'id': '4'},{},,5bd677b7-02ad-48e1-86cb-dea8341310b4,get students with id <4,READ,student,{},{'id': '4'},1,ORIGINAL
READ,student,{'name': 'rodrigo'},{},,07fe3436-7566-4829-b6c1-6fdf84cb508b,get all students with name 'rodrigo',READ,student,{},{'name': 'Rodrigo'},1,ORIGINAL
UPDATE,name,{'name': 'rodrigo'},{},,59fe24fc-6ada-45dc-b00e-070b1019219f,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,{'name': 'Rodrigo Freitas'},{'name': 'Rodrigo'},2,ORIGINAL
DELETE,student,{'update': 'from'},{},,6bd7318a-2801-4016-bea6-c224dd9e7e96,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,student,{'r': 'ts with 'r'},{},,8717c5ba-4e8d-4ef4-bf1f-0a95b87e23db,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,film,"{'love': 'rosie', 'genre': 'romance'}",{},,0280223e-871b-466b-88c5-d98c70922f70,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{'name': 'love, Rosie', 'genre': 'romance'}",{},2,ORIGINAL
READ,section,{'section': 'film'},{},,609106f5-444e-464c-86a9-5251ad06f4c4,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,film,{},{},,6c001e4b-88ed-44ea-9835-aff4274fe88b,show me film,READ,film,{},{},0,ORIGINAL
ADD,film,{'film': 'batman'},{},,84c102c3-70b6-4117-b5c3-d38fe74239a4,"add film ""batman (2022)"" with genre=action",ADD,film,{'genre': 'action'},{},1,ORIGINAL
ADD,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,5c442758-8b1d-483b-98f9-bd78552918fe,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{'name': 'Batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action', 'film': 'with name 'avatar (2022)'}",{},,1e714054-2ab0-418a-80ca-73ea295e60b0,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,1ad1e256-7f48-44be-a71c-674f0d2d7378,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{'name': 'Avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,63e2aa5e-870d-4094-aa14-cdd2babc32b9,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,794b8582-618b-4023-be95-97600edd577f,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c1dd8612-622e-4309-890a-12144391836b,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,4228eaad-80f5-4fba-a953-8012ee27e4dc,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,e32d4803-e30b-451d-9388-386fa62c69cf,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,e33404d1-95f4-41b8-a846-90f12393bd65,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
ADD,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},,f6b9a6c0-1fa5-45e5-a65b-0781bf6e3e2a,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{'name': 'Crepusculo', 'genre': 'Drama'}",{},2,ORIGINAL
READ,film,{'action': 'is the genre'},{},,524a6bfc-0767-4a88-be1d-009f7ab94bb5,show me film where action is the genre,READ,film,{},{'genre': 'action'},1,ORIGINAL
READ,film,{'genre': 'action'},{},,e10034ed-36b5-4c0e-84c0-30910e74ef1f,show me film where genre = action,READ,film,{},{'genre': 'action'},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,00483e6d-01b0-4ae6-acb7-3b634102a096,add a student with name=anderson,ADD,student,{'name': 'anderson'},{},1,ORIGINAL
ADD,teacher,{'name': 'equal to 'italo roger'},{},,c51bb769-b1d3-468b-a4fc-d6eca4459d6b,add a teacher with name equal to 'italo roger',ADD,teacher,{'name': 'Italo Roger'},{},1,ORIGINAL
READ,teacher,{},{},,968bdb6e-cefc-484c-92c7-af7925c7c23a,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,teacher,{},{},,9f5b2c44-eba6-4e38-80e5-405a3f53b31b,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,student,{},{},,ef52e50e-92a6-40e2-9ecf-47fbad10ad43,give me all students,READ,student,{},{},0,ORIGINAL
ADD,teacher,{},{},,ddf9dcf0-2971-4bcc-8597-ce32970b9546,add a former teacher with name = anderson,ADD,former_teacher,{'name': 'Anderson'},{},1,ORIGINAL
ADD,student,{'former_student': 'roger'},{},,7a352c46-22da-42e2-a245-32b689ae1277,add a former student with name = roger,ADD,former_student,{'name': 'Roger'},{},1,ORIGINAL
ADD,article,"{'title': 'dome: an experiment', 'abstract': 'a cool', 'cool_experiment': '', 'dome': ' an experiment', 'ai': 'machine learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,83a3e853-07a7-4117-ab23-3b6a336a94d9,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{'title': 'DoME: an experiment', 'abstract':'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date':'2023','first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
ADD,film,{'name': 'final fantasy'},{},,cd2417da-a76e-4b67-b479-d749b114976e,add a movie with name=final fantasy,ADD,film,{'name': 'Final Fantasy'},{},1,ORIGINAL
READ,film,{},{},,54cc9ae8-1990-4e2d-8d1f-3a8802840695,get movies,READ,film,{},{},0,ORIGINAL
READ,Filme,{'id': '3'},{},,1a5d598c-c71f-4ba2-8f62-cd86f51018ed,get filmes where id=3,READ,film,{},{'id': '3'},1,ORIGINAL
READ,film,{},{},,6cd79737-6054-419d-b724-09566fe7c88c,get films,READ,film,{},{},0,ORIGINAL
UPDATE,film,{},None,,bf35fc6d-147e-456b-912f-28b99a4e06a7,"update film with id=6, setting year to 2023",UPDATE,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
ADD,film,{'title': 'et'},{},,a2c9b0cc-a8e2-4d46-8fa2-266e5399097d,add film with title=et,ADD,film,{'title': 'ET'},{},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,84f2f2f4-9acd-4821-9022-7e6a64139f45,add student with name='anderson',ADD,student,{'name': 'anderson'},{},1,ORIGINAL
READ,film,{},{},,80b406f9-a217-481b-ba74-41cf0a43e793,get all films,READ,film,{},{},0,ORIGINAL
ADD,student,{'age': '43'},{},,ed4714c2-c3ed-4f53-8a2b-90dd9c57deec,add a student with age=43,ADD,student,{'age': '43'},{},1,ORIGINAL
READ,student,{'name': 'julio'},{},,d765b4a6-da8a-446c-a00b-fb82af6c3a61,get student with name=julio,READ,student,{},{'name': 'Julio'},1,ORIGINAL
READ,student,{'name': 'anderson'},{},,61066f99-da15-42ac-953d-41958600a209,get student with name=anderson,READ,student,{},{'name': 'Anderson'},1,ORIGINAL
ADD,student,{'name': 'julio'},{},,9b08eddc-96f3-46f2-bdc0-4f13758d52d9,add student with name=julio,ADD,student,{'name': 'Julio'},{},1,ORIGINAL
READ,,None,None,,36ec3b2b-9a7a-45ee-92ca-73c01ce88a5f,list student,READ,student,{},{},0,ORIGINAL
ADD,Course,{'name': 'computer engineering'},{},,05494e48-70df-4589-ba56-9d1849a7e5e8,add course with name='computer engineering',ADD,course,{'name': 'Computer Engineering'},{},1,ORIGINAL
READ,entities,{'entities': ''},{},,871e115d-3037-48a3-b711-8e91c1d9215e,list all entities,READ,entities,{},{},0,ORIGINAL
READ,course,{},{},,888f921f-95e4-4435-b9fc-940873c32b57,get courses,READ,course,{},{},0,ORIGINAL
READ,Course,{},{},,2641aabd-a7ad-4cce-9bd6-13274571ea65,show course,READ,course,{},{},0,ORIGINAL
READ,class,{'name': 'student'},{},,47472d6e-3e22-42d5-ab28-23411c78bbd2,get the class with name=student,READ,student,{},{'class': 'student'},1,ORIGINAL
ADD,student,{'name': 'abcd'},{},,aa16c491-06a6-4dd4-889b-fb1ea1313f43,add student with name=abcd,ADD,student,{'name': 'abcd'},{},1,ORIGINAL
ADD,student,{'name': 'abcdef'},{},,2ca1583f-0571-4b57-911a-5d2613027732,add student with name=abcdef,ADD,student,{'name': 'abcdef'},{},1,ORIGINAL
ADD,student,"{'name': 'maria', 'phone': '123456'}",{},,3db4948e-6584-4679-b831-32f062437a46,"add student with name='maria', phone=123456",ADD,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
ADD,student,{'name': 'joseph'},{},,b708b960-f5ef-4287-8575-21ea13b697ce,add student with name joseph,ADD,student,{'name': 'Joseph'},{},1,ORIGINAL
UPDATE,student,{},None,,63c4add3-5f2b-4164-8260-51c7bbb264f9,update student age=40 when id= 4,UPDATE,student,{'age': '40'},{'id': '4'},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,e2e90c5a-be2a-4583-9b0d-4f0f3dc19c51,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,b0cbc511-5398-4310-b339-82ec90bdd9fa,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'publish_year':'2023'}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,795b2a63-5b97-4305-adf7-130c6c3f540b,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{'title': 'DoME: A Reference Architecture', 'year': '2023'}",{},2,ORIGINAL
READ,article,{},{},,b2625b21-5cf1-4c24-9606-6a4ae392241b,get all articles,READ,article,{},{},0,ORIGINAL
ADD,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,7f378e43-2121-415c-b24a-6900c1735d9e,"add article with title='another article', and author='charles bronson'",ADD,article,"{'title': 'Another Article', 'author': 'Charles Bronson'}",{},2,ORIGINAL
READ,article,{},{},,d982fde8-b22d-461a-acea-9aaad9fd6518,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,5c75ce19-69c7-4791-8cc6-eac16d7055f9,"update the article with id=1, setting the author='madona'",UPDATE,article,{'author': 'Madona'},{'id': '1'},2,ORIGINAL
READ,article,{},{},,c447c216-92a2-4f9c-8d05-761c36f109de,i want you to show me all articles,READ,article,{},{},0,ORIGINAL
ADD,article,"{'title': 'demonstration of shor's quantum factoring algorithm using', 'qubits': ''}",{},,b4d888a6-a4a2-46fe-a60d-acfea00ee751,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,{'title': 'Experimental demonstration of Shor's quantum factoring algorithm using qubits'},{},1,ORIGINAL
READ,article,{},{},,77c17b45-2298-4621-a9d5-5a28ae88bb22,show all articles,READ,article,{},{},0,ORIGINAL
