processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,student,{'age': 'to'},{'name': 'anderson'},,651f4565-18d9-4df7-aeac-8b4e7d09138d,"for students with name anderson, update the age to 42",UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,student,{},None,,aad48231-5102-41fe-ad60-5cb75d38e34f,please change student with name anderson update age to 30,UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,student,{},None,,33ed5a84-3895-4472-b407-2a47374543a7,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,age,{},None,,ca6b7752-0235-4e58-b400-cc5a3662718a,"update the age to 42, for students with name='anderson'",UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
ADD,a,"{'student': 'with', 'name': 'joseph'}",{},,77997d10-5304-4963-9310-8621a27ee9d3,add a student with name joseph,ADD,student,"{""name"": ""Joseph""}",{},1,ORIGINAL
READ,student,{},{},,a7f08735-ad11-4e2d-9a4c-f78342ec0184,get students,READ,student,{},{},0,ORIGINAL
ADD,article,{'title': 'dome: a no-code tool'},{},,225420de-627e-4e57-ab53-7cc44e95d3cc,add article with title 'dome: a no-code tool',ADD,article,"{""title"": ""DomE: A no-code tool""}",{},1,ORIGINAL
READ,article,{},{},,b8e529f6-6424-40da-832a-48047fd999e6,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,2e23d294-96d7-4bb4-aed3-23e1501cf472,"update the articles with id=1, setting the title='new title'",UPDATE,article,"{""title"": ""new title""}","{""id"": ""1""}",2,ORIGINAL
ADD,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},,61c5493b-ac8d-402f-936c-97a8f8402470,"add article with title='title 2', author='rodrigo'",ADD,article,"{""title"": ""title 2"", ""author"": ""Rodrigo""}",{},2,ORIGINAL
UPDATE,article,{},None,,a8e47783-6da6-46e1-9e7f-e77f096e84e7,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,"{""co_author"": ""Layza""}","{""id"": ""1""}",2,ORIGINAL
DELETE,article,{'id': '1'},{},,9a305e6b-0edf-4750-87ae-b05701f98644,delete the article with id=1,DELETE,article,{},"{""id"": ""1""}",1,ORIGINAL
ADD,student,{'age': '45'},{},,3d249f3a-f9a0-4ac6-b254-b54edb4e1335,add a student with age=45,ADD,student,"{""age"": ""45""}",{},1,ORIGINAL
READ,student,{},{},,932fca64-d788-4b19-ad87-f94e46f7ff07,show students,READ,student,{},{},0,ORIGINAL
ADD,company,"{'name': 'acme', 'address': '150 coconut street'}",{},,048d3764-1dcb-4522-8a78-78a5cbc85c38,"include company with name=acme, address=150 coconut street",ADD,company,"{""name"": ""ACME"", ""address"": ""150 Coconut Street""}",{},2,ORIGINAL
READ,company,{},{},,67029aad-7b39-4d63-b123-af7131ef60d6,list companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'company': 'enterprises'},{},,4565d373-ffd7-418b-af5c-d3114d016751,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{""name"": ""Caju Enterprises"", ""owner"": ""Anderson Gomes"", ""address"": ""200 Cumbuco Street""}",{},3,ORIGINAL
,None,None,None,,980ed589-a17f-40ab-8ee3-f701a6e4c40c,which company has caju in its name?,READ,company,{},"{""name"": ""caju""}",1,ORIGINAL
,None,None,None,,9ca6dd5b-84ec-4759-9adb-347a686ab8ea,"is there a company with ""caju"" in its name?",READ,company,{},"{""name"": ""caju""}",1,ORIGINAL
DELETE,company,{'name': 'is'},{},,5260b7c1-077b-4dff-a4a6-ec9ae4968be3,delete the company whose name is acme,DELETE,company,{},"{""name"": ""ACME""}",1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,f05503d3-2910-4fa2-8768-3b21275c75f6,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""Kevin Spacey""}",{},2,ORIGINAL
READ,a,{'company': 'names sorted in ascending order'},{},,a48fb310-5187-4bf6-8fa6-994fc3b04119,list company names sorted in ascending order,READ,company,{},"{""names"": ""sorted""}",1,ORIGINAL
READ,company,"{'name': 'in', 'ascending_order': ''}",{},,bc682066-c4dc-46cb-afc1-afa7fca436a6,list companies sorted by name in ascending order,READ,company,{},"{""name"": ""ascending""}",1,ORIGINAL
ADD,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,136a4e5c-0a8d-48a4-865c-64f20447bb34,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""janjo chiquim""}",{},2,ORIGINAL
ADD,a,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,578590e1-d322-4d3c-a0a2-d83512fecb27,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""Roger Rommel""}",{},2,ORIGINAL
READ,company,{'sort': 'by name'},{},,ca782981-f28e-4757-b0a2-2d969c8f34a7,"list companies, sort by name",READ,company,{},"{""sort"": ""by name""}",1,ORIGINAL
READ,a,{'companies': ''},{},,24cbc616-b1b8-4992-86ee-70c44fc33f32,list all companies,READ,company,{},{},0,ORIGINAL
READ,company,{},{},,0ac8dc94-a079-4e5a-ba7e-01cd856dacf7,show all companies,READ,company,{},{},0,ORIGINAL
ADD,company,{'name': 'roger arrombado'},{},,e9c42350-0b29-4ff9-a705-9c371eecbd7f,add company with name=roger arrombado,ADD,company,"{""name"": ""Roger Arrombado""}",{},1,ORIGINAL
READ,company,{},{},,0a165e5a-b51b-440f-89d5-38710d49413a,get companies,READ,company,{},{},0,ORIGINAL
ADD,a,{'name': 'mimoso construcoes'},{},,428e6b16-ec12-4491-9258-45fec575ef9f,include a company with name=mimoso construcoes,ADD,company,"{""name"": ""Mimoso Construcoes""}",{},1,ORIGINAL
ADD,article,{'good_article': ''},{},,b18f2bb7-311c-421e-97fd-73914163fb47,add article with abstract equal to 'this is a good article',ADD,article,"{""abstract"": ""this is a good article""}",{},1,ORIGINAL
ADD,article,"{'human_narratives': 'are around the technology evolution', 'impact': 'on', 'society': ''}",{},,fedb65d2-3ddf-4067-b161-2e020fa12bc0,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,"{""abstract"": ""this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
ADD,student,{'name': 'mary'},{},,aa0fb020-9d06-4db4-864f-0293aace039c,add a student with name mary,ADD,student,"{""name"": ""Mary""}",{},1,ORIGINAL
ADD,a,{'a': 'rodrigo'},{},,b0c4dfda-2130-4855-bcae-5b44e80ae002,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{""name"": ""Rodrigo"", ""age"": ""20"", ""skin"": ""white""}",{},3,ORIGINAL
,None,None,None,,f8dd661c-4120-4586-9aad-8d09f0986960,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
,None,None,None,,ce01248e-e2f7-4fdf-b711-6b33f60d1c73,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,07ae137b-727c-491d-bdae-704760940c50,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,d70f1f03-e358-4950-a9aa-cc3038263950,delete students with id <= 4,DELETE,student,{},"{""id"": ""4""}",1,ORIGINAL
DELETE,student,{'idless': 'to'},{},,e808bbbd-7e4d-479b-be62-5e039f04bf16,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,student,{},{},,35ac9508-01bb-4b6c-a728-fd5d9e70e73f,delete students with id less than or equal to 4,DELETE,student,{},"{""id"": ""less than or equal to 4""}",1,ORIGINAL
DELETE,student,{},{},,c3d2c974-71df-49fc-9da1-cae76a789220,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,student,{'id': '4'},{},,822f399c-f66e-420a-a3c7-88d8d8e72923,get students with id <4,READ,student,{},"{""id"": ""4""}",1,ORIGINAL
READ,student,{'name': 'rodrigo'},{},,ec8635c9-44b4-4fc6-b66e-763494a77e24,get all students with name 'rodrigo',READ,student,{},"{""name"": ""Rodrigo""}",1,ORIGINAL
,None,None,None,,ab454fb8-7e79-4600-aeef-d56767adc0f1,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",2,ORIGINAL
DELETE,update,{'students': ''},{},,51b51f97-c2b2-4db1-ba8d-84b3331766c7,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,student,"{'r': ""ts with 'r""}",{},,ae26a0ce-d980-4b0f-a3b8-afcb0831d8f6,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,a,"{'love': 'rosie', 'genre': 'romance'}",{},,03e91fed-6cc9-4178-b3a3-1ee65bc245d3,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",{},2,ORIGINAL
READ,me,{'section': 'film'},{},,8821533a-b92d-435c-afc9-2ba10da52842,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,film,{},{},,85f9bebd-4c7f-4c69-aa11-6d6a26c9aa60,show me film,READ,film,{},{},0,ORIGINAL
ADD,a,{'action': 'batman'},{},,bbf9978d-5dd2-44ac-9bb5-2d9203042cea,"add film ""batman (2022)"" with genre=action",ADD,film,"{""genre"": ""action""}",{},1,ORIGINAL
ADD,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,8d4555df-b782-4175-a67b-96021a302ad7,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action', 'film': 'with name ""avatar (2022)'}",{},,3ba955db-9cb3-47b5-b857-61a2bdc811ba,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,1f89df87-f22c-4a4d-8382-f4a2ec902da0,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,eafb7469-c5cb-46c2-b29b-6cd1b89d9f4f,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,82e00c0d-cca1-4ef8-86c4-97f0bc744352,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,3c0a6326-25fc-4e30-98a6-c3ccc3d5b6ff,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,69f7d0e7-2358-4037-9ceb-a4e94fc370dc,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,194ae5d2-8b31-4e0f-87f3-e38f43c85f92,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,033ea71f-2e4d-4740-9d52-e52b8695f9a7,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,a,"{'film': 'with name ""crepusculo', 'genre': 'drama'}",{},,dd1cdb4c-33c2-4982-be19-c657909a8231,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
READ,film,{'genre': ''},{},,d1f32403-8880-48f8-83eb-051a92942806,show me film where action is the genre,READ,film,{},"{""genre"": ""action""}",1,ORIGINAL
READ,film,{'genre': 'action'},{},,c54a5fb8-1158-4744-878d-147e52fea794,show me film where genre = action,READ,film,{},"{""genre"": ""action""}",1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,5b579e10-ee77-4610-bd59-bac043ff87b5,add a student with name=anderson,ADD,student,"{""name"": ""anderson""}",{},1,ORIGINAL
ADD,a,{'teacher': 'to'},{},,2717f79e-1917-4c69-bf70-c0aa0725183f,add a teacher with name equal to 'italo roger',ADD,teacher,"{""name"": ""Italo Roger""}",{},1,ORIGINAL
READ,a,{'teachers': ''},{},,5c0c8cca-ba28-41cc-a88e-06e57514cd7d,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,teacher,{},{},,92b5a01e-1892-4233-a666-6f81c224bd21,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,student,{},{},,71a71f68-0032-4703-ac68-41b254a461fa,give me all students,READ,student,{},{},0,ORIGINAL
ADD,teacher,{'name': 'anderson'},{},,def91edf-da5f-40a2-ad7d-d72c56a926cb,add a former teacher with name = anderson,ADD,former_teacher,"{""name"": ""Anderson""}",{},1,ORIGINAL
ADD,a,"{'former_student': 'with', 'name': 'roger'}",{},,d2040fc7-d306-4080-9372-9a1f068d98dd,add a former student with name = roger,ADD,former_student,"{""name"": ""Roger""}",{},1,ORIGINAL
ADD,article,"{'title': 'dome: an experiment', 'abstract': 'a', 'cool_experiment': '', 'keywords': 'dome', 'ai': '', 'machine': 'learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,4dfa747e-54a9-4134-b4f5-e41fde72ad4e,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{""title"": ""DoME: an experiment"", ""abstract"":""this is a cool experiment"", ""keywords"": ""dome, ai, machine learning, self-drive systems, python"", ""date"":""2023"",""first_author"": ""anderson martins gomes"", ""co_author"": ""paulo henrique maia"", ""second_author"": ""marina alves costa gomes""}",{},7,ORIGINAL
ADD,film,{'name': 'final fantasy'},{},,6eb93300-750d-4f58-a44c-e1585bc5be24,add a movie with name=final fantasy,ADD,film,"{""name"": ""Final Fantasy""}",{},1,ORIGINAL
READ,film,{},{},,acd81cd0-2fda-41a7-88b2-852a17be4b05,get movies,READ,film,{},{},0,ORIGINAL
READ,film,{'id': '3'},{},,dbf168e3-1b30-43c5-a779-254f8bb7c040,get filmes where id=3,READ,film,{},"{""id"": ""3""}",1,ORIGINAL
READ,film,{},{},,2e6f85aa-84f0-4dc4-aa60-f5f89cf00797,get films,READ,film,{},{},0,ORIGINAL
UPDATE,film,{},None,,520a8607-f62c-4559-8a3c-c7fbf5a7cc3f,"update film with id=6, setting year to 2023",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",2,ORIGINAL
ADD,film,{'title': 'et'},{},,159a310b-4cf0-4a6b-a8ff-84fe3cde0f33,add film with title=et,ADD,film,"{""title"": ""ET""}",{},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,51feef2a-3562-4c43-9713-73a192b8d955,add student with name='anderson',ADD,student,"{""name"": ""anderson""}",{},1,ORIGINAL
READ,film,{},{},,d06e46a1-7337-4858-a123-1bba022f609f,get all films,READ,film,{},{},0,ORIGINAL
ADD,a,"{'student': 'with', 'age': '43'}",{},,1870da48-3fc2-4a93-8e0b-4f12335692cb,add a student with age=43,ADD,student,"{""age"": ""43""}",{},1,ORIGINAL
READ,student,{'name': 'julio'},{},,917c620b-389f-4227-b4dd-0c8024d85a9e,get student with name=julio,READ,student,{},"{""name"": ""Julio""}",1,ORIGINAL
READ,student,{'name': 'anderson'},{},,d5a430f0-7c1e-4d17-b268-3092bde6f262,get student with name=anderson,READ,student,{},"{""name"": ""Anderson""}",1,ORIGINAL
ADD,student,{'name': 'julio'},{},,9633017a-d697-4154-b4b0-709b2a7ccc4f,add student with name=julio,ADD,student,"{""name"": ""Julio""}",{},1,ORIGINAL
,None,None,None,,6289e360-5caf-426e-9f47-850467ca861c,list student,READ,student,{},{},0,ORIGINAL
ADD,course,{'name': 'computer engineering'},{},,8d81eb16-eae4-4c36-af3a-18a2d117074d,add course with name='computer engineering',ADD,course,"{""name"": ""Computer Engineering""}",{},1,ORIGINAL
READ,entities,{'entities': ''},{},,dd9072ba-5b5d-4589-96da-50248551d87d,list all entities,READ,entities,{},{},0,ORIGINAL
READ,course,{},{},,ddcf7310-9a2a-4b7d-a3f3-59e48099a19c,get courses,READ,course,{},{},0,ORIGINAL
READ,course,{},{},,a7de7507-961e-4dda-a7be-d343aeb31f01,show course,READ,course,{},{},0,ORIGINAL
READ,class,{'name': 'student'},{},,99528dfa-852d-46f2-b1b8-e4edc2fb83fb,get the class with name=student,READ,student,{},"{""class"": ""student""}",1,ORIGINAL
ADD,student,{'name': 'abcd'},{},,7349bce4-293f-4f08-b7b1-52de28bf3ca9,add student with name=abcd,ADD,student,"{""name"": ""abcd""}",{},1,ORIGINAL
ADD,student,{'name': 'abcdef'},{},,6a053a23-d166-4c9c-abe4-6750addaf94b,add student with name=abcdef,ADD,student,"{""name"": ""abcdef""}",{},1,ORIGINAL
ADD,student,"{'name': 'maria', 'phone': '123456'}",{},,3c0c4261-b878-4e08-b526-d73d030c2a87,"add student with name='maria', phone=123456",ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",{},2,ORIGINAL
ADD,a,{'_': 'com'},{},,f526a394-1a31-4472-8e20-bc72ba9981b6,add register with email=andersonmg@gmail.com,ADD,NaN,{},{},0,ORIGINAL
ADD,student,{'name': 'joseph'},{},,b7a5639d-957b-40d4-bb1d-d3675535420b,add student with name joseph,ADD,student,"{""name"": ""Joseph""}",{},1,ORIGINAL
UPDATE,student,{},None,,9693ad75-88f7-42e6-be94-cfa16fc5216b,update student age=40 when id= 4,UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",2,ORIGINAL
ADD,an,{'an': 'dome'},{},,3dba61fe-b8f7-406b-b85c-f0e517fe8392,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,04fa9f92-46a7-41ae-94e9-c00f861bae65,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",{},2,ORIGINAL
ADD,article,{'article': 'dome'},{},,24dbd631-c173-41c0-8ede-75c30b088a83,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",{},2,ORIGINAL
READ,article,{},{},,b3c721df-11a9-44f2-a4ac-31e924c63d08,get all articles,READ,article,{},{},0,ORIGINAL
ADD,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,fbf1699b-ce4c-4de2-b8a4-b3e69b184e87,"add article with title='another article', and author='charles bronson'",ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",{},2,ORIGINAL
READ,a,{'articles': ''},{},,f6aefca6-c5d0-4846-a4bb-4250ebb135ce,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,article,{},None,,ef6bf72c-8c79-4188-b356-9498185c453c,"update the article with id=1, setting the author='madona'",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",2,ORIGINAL
