processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
ADD,Article,{},{},,b128d41d-9c50-4a5d-8f9a-d375b12515f8,"add article with title=the title, author=the author, abstract=the abstract, keywords=the keywords",ADD,article,"{""title"": ""The title"", ""author"": ""The author"", ""abstract"": ""The abstract"", ""keywords"": ""The keywords""}",{},4,ORIGINAL
UPDATE,Article,{},None,,7fcb4619-83a0-4311-a573-911a2107ad6e,"update article with title ""the title"", setting the co-author as ""anderson gomes""",UPDATE,article,"{""co_author"": ""Anderson Gomes""}","{""title"": ""The title""}",2,ORIGINAL
UPDATE,Author,{},None,,ce04730d-9e52-4a19-afca-00bb1db3960d,"update article with id=1, setting the first author as ""paulo maia""",UPDATE,article,"{""first_author"": ""Paulo Maia""}","{""id"": ""1""}",2,ORIGINAL
READ,Student,{},{},,b0e197e5-3bc0-4c83-8195-bfd1da324e74,show all students,READ,student,{},{},0,ORIGINAL
READ,Student,{},{},,b5c75104-07ae-45db-98aa-259b292a5d31,view students,READ,student,{},{},0,ORIGINAL
READ,Student,{},{},,8ff73270-02fa-4908-a0a6-e4723594061f,fetch the students,READ,student,{},{},0,ORIGINAL
READ,Student,{},{},,136dd176-200a-401c-bd36-5fffebea3951,get the students,READ,student,{},{},0,ORIGINAL
UPDATE,Student,{'students': 'anderson'},{},,f461c82e-5dfc-4ca8-87ed-208e1f217108,"for the students with name='anderson', update the name to 'anderson martins'",UPDATE,student,"{""name"": ""Anderson Martins""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{'student': 'paulo'},{},,07f280de-89c3-4c8b-8665-fff497a3bb43,please change student with name paulo update age to 30,UPDATE,student,"{""age"": ""30""}","{""name"": ""Paulo""}",2,ORIGINAL
UPDATE,Student,{'students': 'anderson'},{},,723fa165-5c9d-4f05-9a76-a886b9035e54,"for students with name anderson, update age to 30",UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{},None,,dec4de39-ec22-4488-9dab-827b0ea13687,"for students, update age to 30",UPDATE,student,{},{},0,ORIGINAL
UPDATE,Student,{},None,,090bf564-e422-47cd-85b9-7af802fadce0,update students,UPDATE,student,{},{},0,ORIGINAL
,None,None,None,,dfaeeb59-7eec-4a96-87fe-5c21c436761f,"please, when students have the name equal to anderson, update the age to 30.",UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,The_referred_entity_class_is___Student,{},None,,7df7e03c-047a-4ea9-a76a-295bd90a18a9,update students setting the age to 42 when name is anderson,UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,The_referred_entity_class_is___Student,{},None,,187c1b23-1289-4a52-8356-f11aa7e59f77,update students set the age to 42 when name is anderson,UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{},None,,92ca1718-6664-4e9c-9eeb-9221277de4eb,set students with age to 42 when name is anderson,UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{'students': 'anderson'},{},,f079299b-5d2a-49aa-b85a-8d7365d65886,"for students with name anderson, update the age to 42",UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{'student': 'anderson'},{},,0355c1bd-16a9-4860-bdca-d60c3adc0377,please change student with name anderson update age to 30,UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{'student': 'anderson'},{},,5c13d94a-256e-4baa-9e51-30042fbd631b,"please, change the student with name='anderson', updating the age to 30",UPDATE,student,"{""age"": ""30""}","{""name"": ""Anderson""}",2,ORIGINAL
UPDATE,Student,{},None,,6352cc61-38ac-4c62-9ffe-1708be7da6c6,"update the age to 42, for students with name='anderson'",UPDATE,student,"{""age"": ""42""}","{""name"": ""Anderson""}",2,ORIGINAL
ADD,Student,{},{},,cc9f464e-64af-4e9e-9701-8ff906e9f9bb,add a student with name joseph,ADD,student,"{""name"": ""Joseph""}",{},1,ORIGINAL
READ,Student,{},{},,15fa7392-b0fe-426e-b2cf-95a8c7afc18c,get students,READ,student,{},{},0,ORIGINAL
ADD,Article,{'article': 'dome'},{},,4f31422c-2837-479a-aadb-a09e9a5e0ead,add article with title 'dome: a no-code tool',ADD,article,"{""title"": ""DomE: A no-code tool""}",{},1,ORIGINAL
READ,Article,{},{},,9c46c175-43e3-4280-a270-ce077a5733e7,get articles,READ,article,{},{},0,ORIGINAL
UPDATE,Article,{},None,,1677adca-0f23-492b-adab-b45f4f5bde17,"update the articles with id=1, setting the title='new title'",UPDATE,article,"{""title"": ""new title""}","{""id"": ""1""}",2,ORIGINAL
ADD,Article,{},{},,f36ccaee-b06e-4b2c-afd8-21639df1198a,"add article with title='title 2', author='rodrigo'",ADD,article,"{""title"": ""title 2"", ""author"": ""Rodrigo""}",{},2,ORIGINAL
UPDATE,Article,{},None,,f9c25628-df05-4f7d-8855-a1e866795c61,"update the articles with id=1, setting the co-author='layza'",UPDATE,article,"{""co_author"": ""Layza""}","{""id"": ""1""}",2,ORIGINAL
DELETE,Article,{},{},,66678f17-2fc6-4a2a-bb57-1cb0f2e0221a,delete the article with id=1,DELETE,article,{},"{""id"": ""1""}",1,ORIGINAL
ADD,Student,{},{},,475fd7a3-a4ea-4451-beb0-8632f09150e5,add a student with age=45,ADD,student,"{""age"": ""45""}",{},1,ORIGINAL
READ,Student,{},{},,d46dca86-3a66-4065-9661-33ee66edfecd,show students,READ,student,{},{},0,ORIGINAL
ADD,Company,{'company': 'acme'},{},,bf73d015-fce8-406a-b897-1381c4dcdc92,"include company with name=acme, address=150 coconut street",ADD,company,"{""name"": ""ACME"", ""address"": ""150 Coconut Street""}",{},2,ORIGINAL
READ,Company,{},{},,ec321f94-d5d3-4eff-8fcc-fcf1b1f2699e,list companies,READ,company,{},{},0,ORIGINAL
ADD,Company,{'company': 'enterprises'},{},,2a9d363b-4b8f-4e90-bce1-65e029b7eb3f,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",ADD,company,"{""name"": ""Caju Enterprises"", ""owner"": ""Anderson Gomes"", ""address"": ""200 Cumbuco Street""}",{},3,ORIGINAL
,None,None,None,,3f9e1c68-1fa2-41dc-8d9e-975b7f801267,which company has caju in its name?,READ,company,{},"{""name"": ""caju""}",1,ORIGINAL
,None,None,None,,2f1551d9-b5f5-4f4c-9c79-401ece2a5768,"is there a company with ""caju"" in its name?",READ,company,{},"{""name"": ""caju""}",1,ORIGINAL
DELETE,Company,{},{},,541b4401-30fe-4026-903e-af047298787a,delete the company whose name is acme,DELETE,company,{},"{""name"": ""ACME""}",1,ORIGINAL
ADD,Company,{'company': 'beauty'},{},,0489159f-2316-42ec-a9c4-10a75a05f609,add a new company with name=american beauty and owner=kevin spacey,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""Kevin Spacey""}",{},2,ORIGINAL
READ,Company,{},{},,e3037e4b-8357-4404-8aa8-998a5b95d01b,list company names sorted in ascending order,READ,company,{},"{""names"": ""sorted""}",1,ORIGINAL
READ,Company,{},{},,3bd9313b-e724-4d7a-afb1-ba809cd1f5b3,list companies sorted by name in ascending order,READ,company,{},"{""name"": ""ascending""}",1,ORIGINAL
ADD,Company,{},{},,0f1913e4-6d65-48bd-abd1-b7b2b9980dd4,add a new company with name=american beauty and owner=janjo chiquim,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""janjo chiquim""}",{},2,ORIGINAL
ADD,Company,{},{},,4baf460b-e17f-4fe6-97ec-4442130ea4f2,add a new company with name=american beauty and owner=roger rommel,ADD,company,"{""name"": ""American Beauty"", ""owner"": ""Roger Rommel""}",{},2,ORIGINAL
READ,Company,{},{},,8ee64a7c-9fe2-4ca9-9f05-c0045497698c,"list companies, sort by name",READ,company,{},"{""sort"": ""by name""}",1,ORIGINAL
READ,Company,{},{},,ca8cf531-bf37-4cf4-b46a-b81d6b5ac1f1,list all companies,READ,company,{},{},0,ORIGINAL
READ,Company,{},{},,8c2e1d93-dfeb-48ea-89ee-b3c09a7795c1,show all companies,READ,company,{},{},0,ORIGINAL
ADD,Company,{},{},,7b9bba4d-64f6-4678-9c3a-01ad88ee78ca,add company with name=roger arrombado,ADD,company,"{""name"": ""Roger Arrombado""}",{},1,ORIGINAL
READ,Company,{},{},,d68b6c1e-2d50-4749-9435-342af30ec6e0,get companies,READ,company,{},{},0,ORIGINAL
ADD,Company,{},{},,5b87b99b-87ed-47c4-ae3f-30fd3b00d4fa,include a company with name=mimoso construcoes,ADD,company,"{""name"": ""Mimoso Construcoes""}",{},1,ORIGINAL
ADD,Article,{},{},,ea1f03d0-c711-4c7e-abae-b1adebe1fe48,add article with abstract equal to 'this is a good article',ADD,article,"{""abstract"": ""this is a good article""}",{},1,ORIGINAL
ADD,The_referred_entity_class_is_____Topic_____Note__The_Topic_class_represents_concepts_or_themes__such_as__human_history____technology_evolution___and__societal_impact___,{},{},,86276697-368b-4418-8719-8a9a840f404f,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',ADD,article,"{""abstract"": ""this is a good article about de human history. The human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
ADD,Student,{},{},,c3b0b1c0-274f-4623-ad2c-c88f07326e42,add a student with name mary,ADD,student,"{""name"": ""Mary""}",{},1,ORIGINAL
,None,None,None,,e85aa076-b5ca-4325-bd9d-4c4505ab8483,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",ADD,student,"{""name"": ""Rodrigo"", ""age"": ""20"", ""skin"": ""white""}",{},3,ORIGINAL
,None,None,None,,675745dc-1b95-4939-9f15-78cea3dc63fd,"now, i want to view all students",READ,student,{},{},0,ORIGINAL
,None,None,None,,95dcf7bb-9bc9-4485-b114-40e4fdc73fc3,i want to delete all students,DELETE,student,{},{},0,ORIGINAL
DELETE,Student,{},{},,bd402fcb-8198-408a-af5e-72efc728114e,delete students,DELETE,student,{},{},0,ORIGINAL
DELETE,Student,{},{},,4271f45f-3174-4992-98e2-ed5bfd2ce266,delete students with id <= 4,DELETE,student,{},"{""id"": ""4""}",1,ORIGINAL
DELETE,Student,{},{},,334ce012-1800-4d32-a8d5-6025cbebcfdd,delete students with idless than or equal to 4,DELETE,student,{},{},0,ORIGINAL
DELETE,Student,{},{},,7bf499dd-c158-4191-bdb1-44509375f65a,delete students with id less than or equal to 4,DELETE,student,{},"{""id"": ""less than or equal to 4""}",1,ORIGINAL
DELETE,Student,{},{},,ae7f400f-12e3-42f5-a69f-aea9a1c3de38,"delete students with id=1, id=2 and id=3",DELETE,student,{},{},0,ORIGINAL
READ,Student,{},{},,f67f8e92-0710-417b-9169-509c479db017,get students with id <4,READ,student,{},"{""id"": ""4""}",1,ORIGINAL
READ,Student,{},{},,2fda1aa8-aee4-474a-b016-713c4032ffc2,get all students with name 'rodrigo',READ,student,{},"{""name"": ""Rodrigo""}",1,ORIGINAL
,None,None,None,,1fcb7739-57c7-4b82-9a5a-23e73481f36a,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",UPDATE,student,"{""name"": ""Rodrigo Freitas""}","{""name"": ""Rodrigo""}",2,ORIGINAL
DELETE,Student,{},{},,79928aa5-bc6d-4808-b315-2ed5f5d6a110,delete 'update' from all students,DELETE,student,{},{},0,ORIGINAL
READ,Student,{},{},,80eac865-dbd3-4a5a-8ca8-777317c608a6,get all students that starts with 'r',READ,student,{},{},0,ORIGINAL
ADD,Film,{'film': 'rosie'},{},,3a8b3723-fc5d-497c-8e46-f1ef5ae93ada,"add film with name ""love, rosie"" and genre ""romance""",ADD,film,"{""name"": ""love, Rosie"", ""genre"": ""romance""}",{},2,ORIGINAL
READ,Section,{},{},,74ebed06-cfe8-4d50-9fd5-3655d911e512,show me the section film,READ,section_film,{},{},0,ORIGINAL
READ,Film,{},{},,e9109e35-de90-4a66-8214-db477ea4085e,show me film,READ,film,{},{},0,ORIGINAL
ADD,Film,{'film': 'batman'},{},,770e99f7-6fe5-43f6-9dd9-ee9df2fb13b2,"add film ""batman (2022)"" with genre=action",ADD,film,"{""genre"": ""action""}",{},1,ORIGINAL
ADD,Film,{'film': 'batman'},{},,b82a2f5f-4961-4e42-9611-388c60b50b20,"add film with name ""batman (2022)"" and genre=action",ADD,film,"{""name"": ""Batman (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,Film,{'film': 'avatar'},{},,aeda414c-7f4e-4a8a-ba90-4fa457784b64,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,Film,{'film': 'avatar'},{},,dd6dbc99-b143-4091-9d0a-2e0586491692,"add a film with name ""avatar (2022)"" and genre=action",ADD,film,"{""name"": ""Avatar (2022)"", ""genre"": ""action""}",{},2,ORIGINAL
ADD,Film,{},{},,8366c12c-88f2-42f0-96a0-fb9c747bb1c9,"now add film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{},{},,d418ee76-4b87-41de-9d39-57a6ec0a7cd7,"add film with name=crepúsculo and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{},{},,849e465b-c1f9-403d-8b31-1c214b476e27,"add film with name='crepúsculo' and genre ""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{},{},,488b4ca2-32ae-4489-9576-9398e681ebe9,"add film film with name='crepúsculo' and genre=""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{},{},,d7de71cf-8d5c-440f-8084-079af5fd8bc4,"add film with name='crepúsculo' and genre=""drama""",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{'film': 'crepusculo'},{},,7b9defed-b14b-4590-8b04-52aa4630a6f5,"add film with name ""crepúsculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
ADD,Film,{'film': 'crepusculo'},{},,035c7b1f-25bd-4876-8f62-e70befa2f388,"add film with name ""crepusculo"" and genre=drama",ADD,film,"{""name"": ""Crepusculo"", ""genre"": ""Drama""}",{},2,ORIGINAL
READ,Film,{},{},,fc94ea0c-c039-4c9b-b0a2-c9e331c0ba08,show me film where action is the genre,READ,film,{},"{""genre"": ""action""}",1,ORIGINAL
READ,Film,{},{},,edc5ff55-0b33-4994-b6f3-0266789ce000,show me film where genre = action,READ,film,{},"{""genre"": ""action""}",1,ORIGINAL
ADD,Student,{},{},,47aa443e-a048-49dc-9095-c04ed2f4a8c0,add a student with name=anderson,ADD,student,"{""name"": ""anderson""}",{},1,ORIGINAL
ADD,Teacher,{},{},,77a6d593-7f3b-49d1-8ae0-9cb4c2d03de2,add a teacher with name equal to 'italo roger',ADD,teacher,"{""name"": ""Italo Roger""}",{},1,ORIGINAL
READ,Teacher,{},{},,b1d21f24-b1f5-44f8-b04c-d08135345c0d,get all teachers,READ,teacher,{},{},0,ORIGINAL
READ,Teacher,{},{},,304a7b93-dc16-430f-ac13-c5658ab9e7d5,get teachers,READ,teacher,{},{},0,ORIGINAL
READ,Student,{},{},,538b7115-edbf-4341-8bb0-bb36ae3ee66e,give me all students,READ,student,{},{},0,ORIGINAL
ADD,Teacher,{},{},,bde52052-83bb-4d84-8434-4b0cf2b238a4,add a former teacher with name = anderson,ADD,former_teacher,"{""name"": ""Anderson""}",{},1,ORIGINAL
ADD,Student,{},{},,d02825d9-4b23-42f3-b4c0-ab11fa6643f0,add a former student with name = roger,ADD,former_student,"{""name"": ""Roger""}",{},1,ORIGINAL
ADD,Article,{'article': 'dome'},{},,e50aa528-ec96-4b53-bd0d-42dd012a1457,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",ADD,article,"{""title"": ""DoME: an experiment"", ""abstract"":""this is a cool experiment"", ""keywords"": ""dome, ai, machine learning, self-drive systems, python"", ""date"":""2023"",""first_author"": ""anderson martins gomes"", ""co_author"": ""paulo henrique maia"", ""second_author"": ""marina alves costa gomes""}",{},7,ORIGINAL
ADD,Movie,{},{},,2818bafc-6434-459c-8830-a83dae4ec42a,add a movie with name=final fantasy,ADD,film,"{""name"": ""Final Fantasy""}",{},1,ORIGINAL
READ,Movie,{},{},,29f01fb4-6538-401f-b05e-de309364f9c0,get movies,READ,film,{},{},0,ORIGINAL
READ,Film,{},{},,8a1c6c3c-92ea-4361-993f-9659ec92747a,get filmes where id=3,READ,film,{},"{""id"": ""3""}",1,ORIGINAL
READ,Film,{},{},,db07b429-c3fa-4641-88d2-cc022675e7a5,get films,READ,film,{},{},0,ORIGINAL
UPDATE,Film,{},None,,c25027b0-924a-4b4e-a1d8-2efdd08f569b,"update film with id=6, setting year to 2023",UPDATE,film,"{""year"": ""2023""}","{""id"": ""6""}",2,ORIGINAL
ADD,Film,{},{},,c9b8600e-9fef-4174-b28d-5516a65729b8,add film with title=et,ADD,film,"{""title"": ""ET""}",{},1,ORIGINAL
ADD,Student,{},{},,fa7e9485-05ef-47e6-aab8-60d9a1ca60a0,add student with name='anderson',ADD,student,"{""name"": ""anderson""}",{},1,ORIGINAL
READ,Film,{},{},,cbc409c0-013c-4db1-b664-ac09370f3cc3,get all films,READ,film,{},{},0,ORIGINAL
ADD,Student,{},{},,2494b027-dbdf-4720-9e4c-278b52a6f676,add a student with age=43,ADD,student,"{""age"": ""43""}",{},1,ORIGINAL
READ,Student,{},{},,6d3289bd-d067-4724-9253-341bb1e50365,get student with name=julio,READ,student,{},"{""name"": ""Julio""}",1,ORIGINAL
READ,Student,{},{},,33332d2e-4c69-4826-9e8c-d698cb503206,get student with name=anderson,READ,student,{},"{""name"": ""Anderson""}",1,ORIGINAL
ADD,Student,{},{},,bfe0c3ea-df53-427c-99ec-6e85b3a471c0,add student with name=julio,ADD,student,"{""name"": ""Julio""}",{},1,ORIGINAL
,None,None,None,,21b50b47-7539-4289-b3e9-9ea875a3bb16,list student,READ,student,{},{},0,ORIGINAL
ADD,Course,{},{},,2cc07e53-e8cf-4ea0-856d-fd5c823fbd0c,add course with name='computer engineering',ADD,course,"{""name"": ""Computer Engineering""}",{},1,ORIGINAL
READ,Entity_Class__Entities,{},{},,09d35a25-a53f-483c-be18-a614091e9ff9,list all entities,READ,entities,{},{},0,ORIGINAL
READ,Course,{},{},,8cedf12d-af5b-497d-864e-082369186f61,get courses,READ,course,{},{},0,ORIGINAL
READ,Course,{},{},,a38f0caa-d431-4f19-8249-6bbf3983797b,show course,READ,course,{},{},0,ORIGINAL
READ,Student,{},{},,2f381fe4-c5fb-4b67-ad8f-55dd09e2f67c,get the class with name=student,READ,student,{},"{""class"": ""student""}",1,ORIGINAL
ADD,Student,{},{},,0dcc2976-91f2-4ef9-9300-d0ca9e721efb,add student with name=abcd,ADD,student,"{""name"": ""abcd""}",{},1,ORIGINAL
ADD,Student,{},{},,22d4eb9f-16d2-4e2c-b9e2-c18312297035,add student with name=abcdef,ADD,student,"{""name"": ""abcdef""}",{},1,ORIGINAL
ADD,Student,{'student': 'maria'},{},,ba1598ff-3e79-478b-98c5-eb4a805f246a,"add student with name='maria', phone=123456",ADD,student,"{""name"": ""maria"", ""phone"": ""123456""}",{},2,ORIGINAL
ADD,User,{},{},,55b01a71-6d06-4df7-a806-9386232ce51c,add register with email=andersonmg@gmail.com,ADD,NaN,{},{},0,ORIGINAL
ADD,Student,{},{},,7a54583f-e9f9-4510-a70f-8d5cfb5c6f03,add student with name joseph,ADD,student,"{""name"": ""Joseph""}",{},1,ORIGINAL
UPDATE,Student,{},None,,377c6511-aba2-4230-bd4b-f72cf6ffeb85,update student age=40 when id= 4,UPDATE,student,"{""age"": ""40""}","{""id"": ""4""}",2,ORIGINAL
ADD,Article,{'article': 'dome'},{},,a7f6c33e-4fae-47cd-afa5-cd6635d3e41a,"add an article with title='dome: a reference architecture, publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",{},2,ORIGINAL
ADD,Article,{'article': 'dome'},{},,42e9d7a1-71b6-4f79-9ed4-d8104996be04,"add an article with title='dome: a reference architecture', and the publish year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""publish_year"":""2023""}",{},2,ORIGINAL
ADD,Article,{'article': 'dome'},{},,ce393643-83ba-465b-9994-6195ce9b4720,"add an article with title='dome: a reference architecture', and year = 2023",ADD,article,"{""title"": ""DoME: A Reference Architecture"", ""year"": ""2023""}",{},2,ORIGINAL
READ,Article,{},{},,e5eee4ac-585c-4f99-929a-00b945da85f4,get all articles,READ,article,{},{},0,ORIGINAL
ADD,Article,{},{},,aa5df160-7bdf-4189-8136-e9aadf95703d,"add article with title='another article', and author='charles bronson'",ADD,article,"{""title"": ""Another Article"", ""author"": ""Charles Bronson""}",{},2,ORIGINAL
READ,Article,{},{},,078cbc75-9d15-469a-b1c7-f8cbb7b0fb58,show me all articles,READ,article,{},{},0,ORIGINAL
UPDATE,The_referred_entity_class_is___Article,{},None,,74c783c8-851d-4cae-a330-4e99e3953501,"update the article with id=1, setting the author='madona'",UPDATE,article,"{""author"": ""Madona""}","{""id"": ""1""}",2,ORIGINAL
,None,None,None,,e4560215-5a35-4f54-84b6-024441e1cb7d,i want you to show me all articles,READ,article,{},{},0,ORIGINAL
ADD,Article,{'article': 'shor'},{},,1f90efac-3ef9-4b02-b9f1-9f04e808bc60,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",ADD,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
READ,Article,{},{},,0df46c81-b27e-49e6-80a0-7e7743c7a687,show all articles,READ,article,{},{},0,ORIGINAL
UPDATE,Article,{'article': 'shor'},{},,effa875b-f612-44af-951e-e55137efe20b,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",UPDATE,article,"{""title"": ""Experimental demonstration of Shor's quantum factoring algorithm using qubits""}","{""id"": ""2""}",2,ORIGINAL
ADD,Article,{'article': 'quantum'},{},,4ed52af2-ed28-4594-8a31-fb3c053453c0,add a new article with title 'quantum machine learning',ADD,article,"{""title"": ""Quantum Machine Learning""}",{},1,ORIGINAL
READ,Article,{},{},,2bf1a2ea-8a7a-481b-a386-a30ddceb05f4,show me articles,READ,article,{},{},0,ORIGINAL
UPDATE,Article,{},None,,7b1d2f81-afea-46bc-878c-2153efe5e0e3,"update the article with id 3, but now i want to set its year=2022",UPDATE,article,"{""year"": ""2022""}","{""id"": ""3""}",2,ORIGINAL
READ,Article,{},{},,94dcad70-17d6-4f97-9eb0-a4be806c4337,show articles,READ,article,{},{},0,ORIGINAL
ADD,Article,{},{},,605784e1-8085-4a43-982c-1a08b9389406,add a new article with title='futuro deletado,ADD,article,"{""title"": ""futuro deletado""}",{},1,ORIGINAL
